:START_ID(Author);:END_ID(Articles)
YouJun Choi;11087
Sohail Iqbal;11201
Zhiliang Bai;5745
Jun Sun;167
Ruinian Li;1652
Zhaoxu Chen;6347
Ayman Radwan;18759
Y. Ren;11604
Krassimir D. Danov;11627
Lijun Hang;5566
Connor Badowich;291
Javier Bajo;13552
Paolo Barsocchi;7658
James C. Barnard;3574
Junyang Li;76
Wenchao Xia;7055
Jun-Sheng Duan;1495
Erik Etien;13541
Jungho Han;14992
Qian Song;9791
Tadashi Suetsugu;9454
Khadijah Al-Tall;8128
Michael Buckland;9189
Marília Curado;15948
Noureddine Takorabet;5497
Sanford R. Simon;3883
Frank Feldhege;8051
Ji Hu;11244
Roland J. Weiss;9395
Antonio Qualtieri;17362
Wei Zhang 0075;2519
Paolo Bifulco;3846
Manuel Perez-Cortes;17527
Jian Gao 0002;3173
Min Xie 0001;4485
Taek Lee;18771
Weiting Sun;2230
Jeongcheol Lee;1473
Patrizio Tomei;14925
Yifei Qi;6847
Hyeon Jeong Je;8901
I-Ming Hung;1329
Jiamin Wu;17199
Leopoldo Angrisani;18553
Fatih Porikli;12078
Hafiz Malik;19609
Feng Cen;7999
Xiaoe Yu;15951
Virgilio Gilart-Iglesias;14049
Kyeong-Hwa Kim;3200
Kang Ryoung Park;16167
Quan Liu;9184
James M. Conrad;11431
Yeyuan Xie;11863
Kaichang Di;49
Eduardo Bayro-Corrochano;2811
Hong Ma;11758
Xuetao Wei;13691
Kenichiro Masaoka;8719
Vito Lampret;14983
Qiang Dong;16257
Zhiquan Gao;8047
Xiaoye Shi;10982
Amir Moghadasi;312
Sakahisa Nagai;17570
Thierry Livache;11574
Oskar Wallmark;13575
Beongku An;6442
Jose P. Gonzalez-Coma;269
Attahir Murtala Aliyu;13474
Rodrigo Dantas Nunes;7626
Víctor Fresno-Fernández;13046
Sabrina Grassini;7898
Faroq A. Baker;17498
Christoph Rachinger;8729
Tauseef Rana;18857
Ping Zhong 0002;2993
Francisco de Assis Boldt;12064
Chuan Lu;5883
Faycal Bensaali;13376
Isabel Sayago;3066
Marco Corsetti;10379
Maia Martcheva;1749
Olivier Hoes;17612
Faan Hei Hung;9494
Jian-Jun He;9979
Kuk Cho;6175
Shyong Jian Shyu;12708
Lei Xie 0003;742
Javier Benito;8474
Gianluca Brando;15016
Zuwen Zhang;8849
Han-Lin Zhan;691
Hao Zheng;13643
Xin Sui;15283
Samer S. Said;423
Yi Qi;15284
Bolanle Tolulope Abe;12828
Seung-Hwan Cha;11256
Khoa Tran Phan;17421
Azeddine Beghdadi;16367
Yan Li 0023;2388
Haili Sun;3146
Yicong Lin;15504
Michael Zhang;18017
André Laurindo Maitelli;14923
Qing Yang 0003;8525
Nazih Khaddaj Mallat;17240
Samantha Melani;3289
Mathias Rommel;14664
Yong Jin;6903
Danping He;63
Jasraj Meena;8682
Chen-Hsun Weng;13485
Arash Shaban-Nejad;1262
Guofei Xiang;3875
Mustafa Y. Arslan;13221
Jing Yuan 0004;2710
Stephen J. Boyes;15686
Enrique Costa-Montenegro;1064
Eunji Lim;4068
Marcel Rothenbeck;6689
Victor H. Jimenez-Arredondo;14970
Jan-Christoph Brumm;14939
Raffaele Gravina;1649
Milutin Stanacevic;2834
Ziting Chen;12203
Mohamad A. Eid;10400
Jordi Fonollosa;15379
Xiaoqiang Ma;4740
Wanchen Yang;4921
Weimin Wang 0008;12949
Yan-Jun Liu;14133
Justin Younghyun Kim;15310
Wanting Yu;3723
Charles-Olivier Dufresne Camaro;367
Mohd Haris M. Khir;742
Ping Shi;13174
Ahmad Afshar;10693
Panagiotis D. Diamantoulakis;9550
Sang Wook Lee;6885
Cheng Chen 0006;1664
Wen Chen;13416
Songlin Sun;5868
David Estevez;4082
Oresti Banos;2663
Won-Gun Koh;1163
Takafumi Akamatsu;17185
Mostafa I. Marei;4964
Farhana Jabeen;19168
Andrew Feeney;15662
Xuezhi Cao;6338
Wen-Jun Lu;8932
Haidong Chen;2686
Muhammed Fasil;1564
Jonathan D. Backens;6339
Thais Tavares;6537
Laura Ramirez Elizondo;18835
R. B. Jagadeesha;12793
Yi-Cen Shi;11414
Je-Wei Lan;7812
Mehmood Alam;10335
Ibon Elosegui;18988
Usama Sayed Mohamed;8716
Dario Di Cara;11871
Konpal Shaukat Ali;9477
Hao Cao;4886
Huizhang Shi;6533
Irfan Ullah Khan;18013
Yao Sun;4501
A. Sathish Kumar;4563
Hua Guo Zhang;15013
Redha Sadoun;3664
Abdelaziz Bensrhair;11188
Chih-Yin Liu;5456
Bentolhoda Binaei;185
YingYi Li;3800
Jiateng Hou;14215
Igor Burmistrov;17984
Ahmad M. Rateb;5261
Sandun S. Kuruppu;15005
Leilei Guo;11847
Hiroyuki Asahara;6040
Muhammad Asif;18081
Marga Marcos;4348
Cheng-Chun Chang;6553
Paulino José García Nieto;2163
Jiahui Chen;10082
Timothy J. White;19191
Jesper Møller;4350
Zengpeng Li;8601
Yadong Liu;5609
Rodrigo Dantas Nunes;808
Mohammad S. Obaidat;457
José Gerardo Hernández-Jiménez;6374
Alexander B. Miller;19175
Liang Wu 0001;19929
Li Bin;17594
Juan Pedro Cano;5171
Sang Bin Lee;19800
Ikram Bataineh;7476
Saulius Balevicius;9198
Wai-Yip Chan;7190
Bacel Maddah;19319
Sergio Colangeli;2268
Muhammad Mahboob Ur Rahman;12764
Wanlin Gong;17206
Hanxu Ji;105
Anderson Hoke;14749
Zhicong Huang;16793
Chong Zhu;18067
Nhu Tri Do;16189
Liang Feng;6219
Antonio Del Campo;19894
Shengchen Wu;18309
Ji Xiong;17819
Fabio Dentale;13714
Yijiang Lu;8377
Gabriele Ferri;15019
Jianhong Fu;18911
Johannes A. Schmid;6416
Jay M. Rosenberger;2318
Biao Zhang 0001;19380
Lyne Woodward;7846
Jianguo Guo;19880
Tommy Svensson;12243
Gongxiang Wang;12412
Xiao Xiao;2814
Peng Wang 0017;5442
Christopher J. Wohl;1544
Pierre-Michel Adam;5822
Jian Yang;15883
Guangquan Zhao;962
Fuh-Cheng Jong;17981
Jin Zhao;6980
Julio Gómez-Herrero;7434
James A. D. McLaughlin;8620
Steffen Bernet;471
Rong Song;1299
Xintao Duan;6279
Xiaofeng Du;7644
Takashi Hikihara;16814
Yanjun Xing;8409
Yabing Ke;6959
Yugang Niu;9504
Hua-Lung Tsai;361
Qinghua Zeng;13878
Wei Wang 0128;13714
Ming-Ying Tsai;16363
Hyongsuk Kim;14199
Ralf R. Müller;2414
Yi-Li Huang;10647
Xiangrong Chen;3332
Xue-Zhi Li;887
Seockmo Ku;5936
Maria R. Rogina;1561
Ana D. Guzmán-Chávez;2791
Saeedeh Parsaeefard;3991
Jose Fabio Kolzer;13811
Merima Kulin;453
Javier Cervantes-Villanueva;5783
Xianhui Qin;15650
Victor Kwesi Etse;17268
Mayorkinos Papaelias;4990
Yvon Savaria;19699
Agostino Stilli;11280
Shuai Yang;2826
Marie Bech Andersen;10742
Peng Shi 0001;3761
Sascha Preu;18612
Antonio J. B. Bottion;19361
Paulo R. F. Cunha;15823
Madina Shaimerdenova;524
Giuseppe Ruello;18263
Quan Dai;4917
Hannes Wegleiter;14899
Teak Wei Chong;19411
Min-Jhen Dai;15035
Huagen Xiao;1895
Farrukh Aslam Khan;10564
Xiqi Gao;8885
Klaus Thoeni;1135
Sonia Melendi-Espina;8188
Cyril Leung;10902
Luis F. Capitán-Vallvey;9339
Shusheng Bi;10091
Te Ma;13490
Junan Liu;5194
Chao Zhang;2391
Da-En Chen;1967
Saeed Alharthi;16581
Qing Chang;9665
Shuo Wang;1992
Mohamad Kamarol Mohd Jamil;2213
Hangdong Zhang;1682
Federico Cruciani;17250
Jing-Yuan Yin;17685
Erdal Arikan;11825
Georg Pucker;16196
Ignacio Martin-Diaz;1702
Juan M. Velasco;14120
Nils Volkening;6437
Xiaoqing Luo;11852
Fule Li;13407
Maeum Han;15068
Chengrui Li;16609
Yibo Chen;18719
Johannes Häfner;8083
Marcello Pucci;7064
Yong He 0001;7859
Jinfeng Geng;5433
Ajay Kapoor;10417
Wei Li 0007;14844
Takashi Kurimoto;18310
Paula López Martinez;5200
Abid Mehmood;13487
Francisco Pérez-Hidalgo;19854
David Camarena-Martinez;1563
Huy Tuan Huynh;7740
Danfeng Zhou;199
Yunlong Wang 0002;9901
Ayman Ahmad;2928
Kalayu Belay;6752
Lalo Magni;598
Atif Alamri;15579
Serkan Araci;15452
Hirofumi Ibayashi;9646
Paolo Lugli;6912
Yuejiao Cui;13119
Piotr Borkowski;11473
Ribal F. Atallah;19872
Najah AbuAli;19291
Youzhi Xu;2926
Ngoc-Thanh Dinh;19584
Chih-Wei Chang;10376
Nobuhiro Ohta;17093
Kyung Min Byun;18823
Tao Xu 0005;1770
Jinfeng Feng;1093
Lídice E. Castro Jiménez;14981
Dong Zhai;4181
Euan G. Nisbet;16673
Francisca López-Granados;13595
Nattapong Duangrit;7562
Feng Liang;11382
Danielle Bruen;13083
Jonathan C. Claussen;8432
Lin Chen 0013;5304
Olivia Mendoza;901
Xin Ning;19879
Chihoon Kim;5771
Yong Lai;14651
Aiiad Albeshri;11929
Tomoko Tsuchihashi;14792
Yanfang Hu;10621
Matteo Gatti;302
Xiang Jia;17326
Saifur Rahman;4308
Wellington Lobato Jr.;13598
Dan A. Mazilu;17445
Anna Maria Lucia Lanzolla;9008
Aihua Zhou;8821
Jiafu Wan;1416
Jinhao Liu;17736
Jose G. de Matos;13751
Manoranjan Sahoo;11778
Tsukasa Seya;6717
Kuan-Wu Su;4412
Qiao Yue;11015
Haiyan Fang;8763
P. Nandha Kumar;9163
Kazunari Furuya;6209
Chongyan Gu;15201
Rui Yuan;10223
M. H. Emami;19096
Erika Guerreschi;6527
Wesley J. Moses;7223
Yiqing Li;18556
Jae-Min Lee;12721
José Manuel Andújar;13163
Shamsodin Taheri;7475
Nikhil Bhalla;10628
Houde Dai;2339
Hwan Heo;9970
Alexandros Boubaris;11295
Shengyao Jia;18465
Yi Min Zhao;9553
Ting-Li Su;19744
Ali Heidari;18836
Mohsen Hamzeh;9685
Florin C. Loghin;3070
Sinjini Mitra;15997
Alfeu J. Sguarezi Filho;14782
Felix Schmidt;17017
Jinsong Wu;11864
Fangsheng Huang;11764
Hantao Liu;18092
Dimitrios G. Bekas;12246
Ali Gökhan Yavuz;18424
Debashis Chatterjee;3469
Jie-xin Yin;7334
Mauro G. Carignano;8560
Fayez Gebali;1521
Sabrina Grassini;4140
Chung-Lin Lee;3560
Zhen Ling;17731
Chin-Long Wey;18761
Shiyong Wang;2681
Ali Gholipour;5847
Shaohui Mei;4511
Angel Sapena-Bano;11005
Xiaotao Liu;15437
Mark David Lewis;14541
Abdulmajid Farea Al-Juniad;8410
Danut-Constantin Irimia;10776
Araf Farayez;13062
Meiyu Wei;14504
Francesco Ferracuti;13467
Rose Qingyang Hu;2340
Eduardo de la Torre;5646
Yu Gong;7022
Mario Vento;8764
Oldrich Zmeskal;19229
Dongping Yu;18862
Muhammad Tanvir Afzal;18864
Jong Wan Hu;16068
Andrea Formentini;4039
Weikang Zhao;6111
Qammer H. Abbasi;4513
Anson Hong-Ping Wan;345
Johan Alexander Huisman;15745
Bei Wang;13771
Hao Chen 0021;8233
Eduardo L. Pasiliao;15083
Rukmi Dutta;18655
Yuefeng Ji;13493
Steven W. Su;8626
Xinyu Xiao;7123
Yanjing Sun;15156
Kai Wang 0009;13881
Binwei Fang;7753
Rong-Huei Chen;15466
Kourosh Khoshelham;3207
Federico Baronti;1763
Hua Zhang 0015;17551
Partha Pratim Das;18847
M. Majid Butt;18976
Hao Xia;9418
Abbas Ebrahimi;5670
Michael A. Andersson;13641
Rahim Samanbakhsh;17992
Elina Moldavskaya;8455
Richard Bearee;9609
Qingshan Xu;8460
Fahd Ahmed Khan;217
Shukai Xu;541
Chao-Ping Chen;14750
Naif Alajlan;11465
Piotr Loska;3082
Lu Yan;1666
Yuming Jiang;16967
Hui Zuo;19004
Alessandro Bogliolo;19538
Ming-Chun Tang;12040
Yunfei Cheng;4839
Lei Yin;15276
Chan-Gun Lee;17141
Cinara B. Zerbini;17127
Cong Liu 0011;19280
Kangho Kim;10902
Jonathan Andersh;5813
Bangji Zhang;14902
Viboon Chunkag;21
Sung-Kyu Kim;19570
Kazem Nogondarian;8735
Sangjun Moon;8534
Chang Mook Kang;14508
Yu-Jung Li;6610
Jongyul Kim;13467
Xianwei Li;414
Vida Vukasinovic;3626
Divyesh Ginoya;19129
Haihua Chen;3032
Sheng Bi;3289
Giuseppe Latorre;4947
Masaru Kojima;19707
Song Yu;9429
Rameez Ahmed;2126
Jingxian Wu;8199
Thomas Lembrechts;8257
He Ma;1516
Jéssica Kelly Silva Fonseca;7964
Fuming Chen;12629
Paolo Minotti;17383
Antonio Capone;3936
Matteo Pastorino;13624
David He;17531
Zhanqing Yu;15047
Barbara E. Ainsworth;4056
Sanghong Ahn;5864
Xikui Ma;3225
Qingfeng Guan;18972
Gerardo Severino;18584
Osman Kukrer;19233
Daniel Egea-Roca;7479
Jang-Hyun Park;8119
Cheng Shu;4579
Yongpeng Weng;6423
Mu Zhou;8730
Derek Kwaku Pobi Asiedu;15322
Alain Glumineau;14195
Ilgu Yun;4121
David R. Smith;9311
Fei Xue;1644
Ya Hui Qian;18139
Xinyi Liu;14620
Jae-Won Lee;18723
Walter F. Schmidt;18900
Khair Al Shamaileh;8879
Viorel Banu;12567
Gonzalo Seco-Granados;17066
Aino Manninen;16179
Chih-Wei Chang;5396
Kam Eucharist Kedze;16805
Tao Huang 0005;13081
Mansour Alsulaiman;7516
Junghoon Kim;18136
Dong Yuan Qiu;3315
Guilherme Marcon Zago;3355
Branislav Ruttkay-Nedecky;342
José Antonio Iglesias;7592
Mou-Fa Guo;9064
Huy Tuan Huynh;17971
Xingyu He;6728
Álvaro Deibe;1728
Mohannad Elsayed;5364
Gunawan Witjaksono Bin Djaswadi;4479
Chul Kim;12607
Ameen Abu-Hanna;13804
Kyu-Hwan Lee;19501
Quan Ouyang;8176
Urszula Zabarylo;16396
Emilio Sardini;10664
Katharina Burger;16225
Petra Majzlíková;10452
Vindya K. Thilakarathne;1200
Ruggero Reggiannini;14077
Muhammad Ahsan Raza;14954
Junichi Somei;8101
Yanling Shao;10815
Yan-Rui Li;203
Ciprian Harlisca;19624
Hok Sum Fok;13117
Kichun Jo;6691
Pierre Grussenmeyer;11802
Dong-Hyuk Lee;8606
András Szenes;15594
Haixia Liu;5297
Shangzhi Pan;3358
Shyam Prasad Adhikari;15956
Kyungmin Kim;12171
Shoucang Li;10382
Alexander I. Zeifman;1376
Diego A. Dupleich;10845
Lei Lei;13084
Tao Chen;3056
Xiaocen Chen;7301
Jingyu Yang;2064
David S. Holder;7730
Maria Serra Prat;14011
Haoyuan Li;9005
Christopher E. Parrish;16802
Harm M. Bartholomeus;1752
Sung Q. Lee;13547
Jusung Kim;292
Haiyang Che;5337
Dagmar Svecova;8124
Zhaohui Hu;13016
Catharina Melander;14519
Alireza Noroziroshan;14045
Mauro G. Carignano;11831
Congxu Ma;17640
Janson Naiborhu;16949
Farhad Abtahi;720
Álvaro Alonso;3331
Elena López Guillén;11582
Azzedine Bilami;13274
Dmitry I. Sinelshchikov;11275
Alejandro Hernandez;18045
Haijun He;5294
Shuang Cang;16327
Liepa Bikulciené;18830
Mats Näslund;10975
Wentao Mao;11272
Paulo Victor Rodrigues Ferreira;103
Alejandro J. Vitale;14285
Tan Guo;17981
Zhongke Shi;13360
Abby Salazar-Corrales;9042
Rodrigo Ponce;6736
Daeung Jang;11616
Thomas Fromenteze;15038
Jinliang Shao;14681
Manli Qian;10917
Yubin Wu;11945
Fabien Bibi;7545
Maria Drangova;1779
Shi-Wei Lo;4267
Jinshu Su;8786
Alireza Ramezani Akhmareh;17221
Erik Insko;12027
Heng Tang;6983
Yehang Shou;15120
Olga S. Dudina;17364
Myung-Hwan Yoon;15577
Lorenzo Pavesi;4751
David Wishart;6880
Hasan M. A. Islam;3468
Volkan Soner Özsoy;3289
Najah A. Abu Ali;7192
Yu Lu 0004;19356
Chao Yu;11643
Mingliang Che;16752
Michael R. Corson;12512
António E. Ruano;13490
Gabriela Calvario;17307
Agostino Stilli;9734
John Panneerselvam;4564
Suresh Venkatesh;5826
Seung Yeob Nam;8583
Lin Gui 0001;12582
Tatiana Sakharova;17493
Rosario Giuseppe Garroppo;3274
Ulrike Willer;18723
Simon Donné;2408
Mingjun Jiang;8353
Stuart Laval;10939
Babita Pandey;4496
Jianxin Guo;10005
Kwangyong Lim;6701
Mansoor Ahmed;13953
Manuela F. Frasco;15855
Jeongho Park;5212
Christos Koulamas;15780
Shujuan You;6213
Nathan D. Marks;9426
Choonggeun Song;15941
Xiaoliang Jin;2978
Marc-André Pick;2180
Omar Yassine;12969
Matthias Preindl;8828
Fabian Laudenbach;7398
Zhenmin Wang;13822
Jiuzhi Dong;4630
Encarnación Robles;515
Jin-Young Ha;4985
Diane J. Cook;19371
Min Xie 0001;16156
Muhammad Rehan;18923
Adrião D. D. Neto;19030
Nai-Wei Lo;10758
Guido Masera;14873
Ju-Yong Jong;4122
Silvia Casans Berga;11264
Damir Zarko;16191
Pengwen Xiong;18978
Chengzheng Sun;2127
Mingkai Chen;12170
Yuanjin Pan;8593
Luisa Toscano;4735
Wancheol Myeong;4245
Minki Hhan;19667
Wen-Ching Hsieh;16112
Paul Komenda;1445
Miao Yu 0006;15553
Bor-Shing Lin;16385
Yu Wang 0003;13795
Mohammad Ershadul Karim;7799
Christine Cavaro-Ménard;724
Abdallah Yousif;4963
Yiting Liu;1968
Hanwool Jeong;2184
Li Peng 0005;9154
Andrea Bonfanti;7817
Syed Umar Amin;172
Deqian Fu;8563
Feras Dayoub;422
Soo Yeol Lee;1490
José Manuel Peña 0002;12675
Adeel Ahmad;16318
Mohamed Dagbagi;5050
Xuning Zhang;10319
Shun-Hsi Hsu;10103
Wendy Flores-Fuentes;6451
Zhihao Ren;16115
Manés F. Cabanas;12506
Esmaeil S. Nadimi;6306
Flavio Augusto Prieto;15062
Liting Huang;6233
Florin Oancea;3195
Xinchang Zhang;19043
Wenping Ma 0001;18996
Brahmastro Kresnaraman;11159
Rende Zhao;17952
Kexin Guo;19372
Alessandro Pozzebon;6690
Weichen Liu;12934
Luciano B. Mendes;12065
Luis Castedo;19738
Vahid Ghorbanian;15871
Yanzheng Zhu;6752
Aubrey K. Dunne;11400
Wenchang Hao;1947
Sergio Castiñeira-Ibáñez;15688
Lu Li;9641
Yingli Wang;6635
Yechao Bai;13614
Shen Liu;1851
David W. Carrier;13428
Mengyun Liu;16793
Guilin Huang;10519
Rute A. S. Ferreira;1450
Ziyang Chen;1474
Goutham Reddy Alavalapati;6298
Zhi-biao Shao;10819
Won-Yong Shin;12452
Lucas Dias H. Sampaio;6562
Jae-Il Baek;19535
Naisen Liu;10498
Linyan Wang;15339
Alexander W. Verl;299
Efthimios Alepis;17828
Majid Iqbal Khan;14390
Andrey I. Lyakhov;10309
Jiangfeng Wang;12164
Jeff Orchard;15974
Zhiqiang Sun;4119
Adel Najar;10140
Adel Y. I. Ashyap;13998
Wenxiu Ding;19775
Peter Veelaert;14812
Bernd Schilling;397
Thomas Luth;2840
Md. Rafiqul Islam;3014
Bo Wang 0013;928
Qiang Tan;5631
Wenlong Chen;11279
Cristina Armellini;2863
José Silva-Martínez;11884
Qibin Huang;12661
Anirban Guha;1353
Bulent Kilic;11143
Yuki Kasama;1628
Yan-Rui Li;11412
Yuandong Gu;11635
Qingchao Zhao;6843
Muhammad Asif Arain;16183
Nitish V. Thakor;9130
Johnny Choque;13125
Yaoyao Wang;14391
Sunil Kumar 0001;7661
Srikumar Acharya;10114
Tim Barr;5727
Na Wang;11080
Arpan Kumar Pradhan;19469
Soonhag Kim;314
Suvendu Samanta;15015
Burak Ozpineci;228
Jean-Claude Simon;5738
Jinbae Lee;829
K. Kirk Shung;2461
Pietro Cerone;9097
Sangbong Lee;16818
Jørgen Arendt Jensen;14594
K. Dheeraj;14756
Alexander M. Wyglinski;19737
Longfei Shangguan;8273
M. Ferretti;3392
Jun-Pyo Hong;10097
Sina Parhizi;15036
Weimin Wu;5011
Heng Li 0004;5301
Mingde Zhao;13054
Xuanzhen Chen;10943
Mohamed Farahat Ibrahim;9592
Jay Hyoun Kwon;8388
Wenqian Huang;11773
Rachid Outbib;11980
Chih-Yin Liu;15298
Rosa Maria Alsina-Pagès;14985
Bingxi Jia;2907
Joaquín Vaquero Lopez;13639
Harri Hakula;16403
Julia Spoors;7234
Alain Bruère;7284
Mark Yampolskiy;5249
Dawit Fekadu Teshome;5607
Guoliang Zhong;6492
Kuo-Jen Chang;464
Juan J. Olmos;19039
José García;1839
Chunhua Yang;19190
Jean-François Diouris;12591
Heng Wang 0004;5266
Fang Zhou;9858
Mohsen Guizani;11942
Michal Reinstein;13851
Kyumin Kim;6116
Frantisek Durovsky;9653
Maryam Pouryazdan;15521
Christos G. Cassandras;4320
Chunxiao Cai;14624
Hui Qu;12925
Xue-Fang Wang;4483
Tyler Desplenter;2657
Yixiao Liao;6125
Masoud Farzaneh;229
Xin Ma 0001;14908
Yanxia Shen;2451
Cuiqun Chen;15198
Chao Cheng;16874
Hugh H. T. Liu;15316
Felipe Albuquerque;7927
Andra Petrovai;10322
Xuefeng Liu;2691
Naveen Kuppuswamy;6826
Carlos Ocampo-Martinez;6788
Syed Talha Ali Hamdani;7328
Jiehua Luo;17365
Hui Jiang;7116
Yong Jia;813
Sinué Ontiveros;16865
Benjamin Guthier;8977
Josef Weinbub;12269
K. A. Mamun;15200
Kun Hu;8645
Mahdieh Sadat Sadabadi;14635
Xingmin Wang;4729
Saleh A. Alshebeili;2465
Henk Polinder;2001
Billy Sperlich;11488
Nur Shamsiah Abdul Rahman;15196
Lucia Billeci;9994
Junghee Han;13734
Angel Monge;15458
Daniel Thomas Gladwin;13697
Allen D. Allen;13859
Dorin Sabin Copaci;5463
Filipa Sequeira;17518
Caiwu Lu;10188
Nandika Dsouza;14737
Fayçal Ait Aoudia;1967
Jia Sun;16302
G. Emayavaramban;19012
Yuanfeng Du;1582
Ji Hun Ahn;5716
Lara del Val Puente;13866
Po-Huan Chou;8648
Zhan Su;5577
Soon-Mo Jung;16056
Samiullah Khan;8856
Joseph Uknalis;13217
Nikolaos M. Manousakis;8722
Fangchao Cui;634
Chun-Wei Wang;1994
Frantisek Durovsky;12574
Yang Li 0011;18231
Mohamed Ben Brahim;2894
Mu Sun;16880
Srinivasan Ramakrishnan;15288
Iñigo Kortabarria;12739
Yue Yang;18077
Tian Li;5207
Xiaokang Lin;1141
Francesco Dell&apos;Olio;2790
Gregory Dobler;17709
Juan-Jesús Luna-Rodríguez;18050
Changbin Tian;10618
Yingjun Xu;3232
Jun Yuan;18688
Yang Shi 0002;11070
Disheng Wang;2832
Julia Elyseeva;8695
Fangpu He;17948
B. R. Chen;2759
Yonghui Xu;18361
Volker Esteves;1875
Deyang Fan;11960
Kun Li 0007;14456
Cheng Nie;18574
Ye Jiang;6413
Yongsheng Wang;4838
Frank C. Park;3544
Alberto Rodriguez Arreola;4028
Chunlai Jiang;13908
Guangwei Gao;18803
Jihane Boughaleb;1685
Jiateng Hou;14
Guilin Huang;10710
Gihyun Lee;16022
Manas Mejari;6968
Xisheng Li;16099
Cheng Fang;1148
Ivo Friedberg;10144
Carlos Henggeler Antunes;468
Zhou Zhou;7042
Robert Brezovnik;17725
Yong Xu 0003;3243
Mahdi Jedari Zare Zadeh;1700
Chuan Qin;17348
Ladislav Polak;6095
Yungho Choi;15104
Egidijus Zukauskas;4969
José Miguel Rubio;6791
Coralia Sosa;10197
Viktor Leontiev;13551
Joonas Puukko;17565
Matteo Gatti;18520
Ling Mi;19342
Bat-Erdene Byambasuren;12876
David Martín-Sacristán;1371
Francesco Serafino 0001;12939
Josef Habdank;9050
Anil Prasad Josyula;8929
Everard Edwards;18344
Karumbaiah N. Chappanda;11831
Álvaro García-Sánchez;10777
Zixiang Xiong;10452
Chiao-Fang Hung;2600
Tamer A. Mesallam;12899
Frank L. Palmieri;16337
Alejandro Rodriguez-Barroso;14428
Ahmed Elhattab;17857
Pablo Bianucci;69
AbdulMalik S. Al-Salman;1228
Marcello Pucci;13077
Guilherme Clerice;18678
Siamak Yousefi;3522
Nicolás García Aracil;3085
Hai Chen;15362
Xiaoping Mao;3378
Mohammad Javad Valadan Zoej;7882
A. Michaelides;8926
John G. Hartnett;16672
Micky Rakotondrabe;202
Xiaoyong Chang;16680
Muhammad Usman Ilyas;18863
Jos H. Weber;8802
Zahra Sharif Khodaei;17586
Benjamin Drozdenko;6380
Zhiya Zhang;5428
Gaofeng Nie;8187
Daniel Moriasi;186
Jaroslaw Smyla;4463
Murat Kuzlu;10323
Ye Yang;15204
Daniel García-Coego;1066
Yanming Wu;16050
Junqi Guo;5016
Taeyoung Yang;15608
Ichrak Amdouni;10044
Khalid A. Ghazi;7277
José Manuel Giménez-Guzmán;5385
Jianmin Wang 0011;17362
Sen Qian;4950
Eleazar Samuel Kolosovas-Machuca;7714
Chunghun Kim;4998
José Millán;4166
Hui-Ming Wang;7240
Seyed Mahmoud Hosseini;15358
Hao Ma;7457
Christian Thom;1024
Yong-Gang Leng;1877
Hashim A. Al Hassan;3129
Shuying Huang;2866
Zahra Nasiri-Gheidari;398
Ziting Chen;16950
Alexey V. Vinel;2333
Sanghong Ahn;12296
Adolfo Comerón;1784
Bradley D. Hanson;4098
Antonio León Jiménez;3431
Ping Zhang 0015;17282
Fei Gong;5531
Christian Zöllner;3247
Amitangshu Pal;6923
Janusz Kolbusz;5668
Sergio Muñoz-Romero;14611
Marlene N. Cardoza-Contreras;13618
Ningyuan Cao;11093
Kazunori Hayashi;19903
Xiaojuan Ding;2888
Jianfeng Huang;1652
Jian Chu;12057
Mina Baghani;11944
Zhixiang Fang;8167
Mohammed E. Dessouki;5427
Santhosh George;14425
Yancong Li;8537
Mark Beach;19371
Pablo Padilla;1097
Guillermo R. Bossio;93
Ping Li;16079
Dongchul Kim;3003
Ali Gökhan Yavuz;9469
José Rodríguez-Avi;1937
Wei-An Chao;17250
Jung-Chih Lin;8729
Shijiao Han;11844
Chao He;11147
Gotzon Aldabaldetreku;18577
Janusz Migda;7872
Hiroshi Mineno;6727
Bayram Bütün;16004
Jiming Guo;2351
Heeseung Bang;9321
Zhihan Lv;9879
Woon Hau Chin;552
Yingjun Xu;183
Lino Widmer;14929
Darine Kaddour;18223
Yifan Luo;18762
Alejandro Cuaron;7905
Victor Manuel Arellano-Quintana;16449
Klaus Suhling;192
Hajir Pourbabak;11818
Andrzej Kielbasinski;17
Yesnier Bravo;839
Stefano Dellea;14403
Liyun Zuo;12262
Chengdong Wu;6193
Salvador Sala-Pla;7643
Yuanfang Chen;289
Vijay K. Devabhaktuni;6549
Baharak Akhlaghi;12915
Qobad Shafiee;17290
Francesco Vasca;7319
Yu-Chu Tian;6640
Xin Yu;19213
Zhi-Ru Ren;9719
Yih-Shen Chen;4752
Malte Ollenschläger;17457
Zhiguang Xiong;3798
David Ribas;18748
Hossein Khoshnevis;14124
Pramit Sood;18483
Shogo Okamoto;12296
Said A. Deraz;7694
Georgios Ovakoglou;4537
Qi Xuan;4363
Victor C. G. Freitas;3890
Ardalan Zolnourian;7050
Yoshinobu Manome;9133
Paolo Cristofanelli;13804
Manuel Ochoa;14904
Michele Caldara;18270
Antonella Belmonte;1726
Francisco Javier Fernandez de Gorostiza Luengo;19479
Massimo Musacchio;12638
Jose E. Castillo-Aguilella;7117
Maurizio Barbarella;7261
Qilong Xie;373
Shengliang Zhou;268
Joshua Zhexue Huang;15967
Wei-Ting Liou;16417
Carlos Andres Perez-Ramirez;8745
Lei Zhang 0076;3636
