name:ID(Author)
Josip Lorincz
Yeping Peng
Xiaohu You
Philip L. Davidson
Jun Sang
Pieter D&apos;haese
Roberto Pacelli
Antonio Raffo
Antonella Tajani
Sylvain Tourancheau
Cristian Lai
A. Berthelot
Daehwan Kim
Fariha Tasmin Jaigirdar
Seol Yi Shin
Jinliang Shi
Md. Rashidujjaman Rifat
Jeng-o Kim
Denis Lalanne
Austen L. Hayes
Santeri Poyhonen
Zheng Wang
Andreas T. Ernst
Noelia Saurin-Serrano
Libin Liu
Alexandre de Assis Mota
Virgilio Gilart-Iglesias
Ömer Korçak
Bummo Ahn
Shuo Li 0003
Antonio Faonio
Aviv Sever
Daniel Truhn
Pei-Yu Chen
Yingjie Xia
Xiao Cheng
Partha Sarathi Paul
Gao Xian Peh
Kagan Kerman
Yunwen Xu
Birgit Henhapl
Minseong Kim
Yang Cui
Seongsoo Lee
Anabela Oliveira
Stefan Mikulla
Javaria Majid
Vladimir G. Pimenov
Ting-I Chou
Hassan A. El-Morshedy
Dechang Chen
Jun Yu 0002
Tsorng-Juu Liang
Yen-Fu Chen
Danni Cong
Yongdae Kim
Asif I. Zia
Jeffrey D. Morris
Rafael T. Moura
Chaouki Hannachi
Dimosthenis Kyriazis
Peter J. Tavner
Johny Montaña
Ali Yeon Md Shakaff
Katrina Neville
Tianfa Cheng
Martin Richter
Gilles Le Calvez
Daniel Carrillo
Robertas Damasevicius
Wenquan Li
Mingyan Wang
Tomohiro Mashita
Tobias Geyer
Linlin Ge
Haibao Chen
Ahmed F. Abdou
Oren Y. Kanner
Marek Penhaker
Amr F. Desouky
Angela Agostinelli
Gwenn Englebienne
Stanley H. Chan
Ovidio Salvetti
Shuaiqi Huo
Hiroki Kimura
Jian-Jun He
Nawaf Abu-Khalaf
Zhanpeng Huang
Harald Wiesbauer
Xing Zhang
Pavel Ponomarev
Vikas Dubey
Viacheslav Artyushenko
Yuqi Tian
Cédric Tarayre
Evgenia F. Adamopoulou
Mamata Jenamani
Guoxi Sun
Shaima Akhlaq
Luciano B. Mendes
Zengliang Gao
Sant Sharan Pathak
James Poore
Yafei Xie
Pauline Vierne
Kahori Kita
Brian Greaves
Ephraim Iorkyase
Takuya Saraya
De-Mi Cui
Laura Capelli
Jiangfeng Wang
Luka Humski
Xiaohu Fan
Marina Sych
Eman Hableel
Manuel Durán-Sánchez
Huijie Wang
Yuki Matsuda
Linping Su
Stephan M. Jonas
Sylvie Desprès
Raymond van Dijk
Jun-Hyuk Kwak
Zhen Ling
Baharak Mousavi
Yohei Miki
Chamin Wickramarathna
Naima Kaabouch
Dexiang Li
Dídac D. Tortosa
Junchao Ren
Ramjee Prasad
Siyi Chen
Tianhao Yan
Felipe Rosa
Chuan-Che (Jeff) Huang
Naotaka Nishimura
Basel Kikhia
Arslan Munir
Giorgio Fornetti
Gansen Zhao
Han Pan
Jun Shiomi
Thanos G. Stavropoulos
Michael C. Wimberly
Muhammad Nawaz
Hyun Sung Chang
Xinge Zhu
Petri Komulainen
Mohd Hezri Amir
Koki Yoshida
Mores Prachyabrued
Luciano P. Reis
Liang Fan
Yong Xie
Norbert Fröhleke
Arcangelo Castiglione
Kaixiang Wang
Shaopeng Wu
Chang-Chih Liu
Seongbeom Park
Joerg Widmer
Norma Alias
Shuangqing Wei
Paul Gistain Ipoum-Ngome
Swades De
Dawei Ma
Aswami Ariffin
Hao Zhao
Brett Benyo
Yong-Eun Kim
M. Anwar Hossain 0001
Mário Lúcio da Silva Martins
Danyu Wang
Morten Juelsgaard
Seonggyoon Park
Ching-Yu Lin
Arnd Dörfler
Jian Sun
Xiaohe Wang
Michael Zheng
Bennett Hogg
Nicola Gobbo
R. S. Reshma Raj
Zhiya Zhang
Wencai Ye
Raja Naeem Akram
Kyoji Kawagoe
Zbynek Mynar
Goran Lindbergh
Fu-Rong Feng
Wanxin Yuan
Weihong Cai
Zhongwei Si
Yifan Pan
Haisheng Yu
Bojan Jelacic
Philipp Rüger
Chang Choi
Hanêne Ben-Abdallah
Özge Samanci
Brahim Chaib-draa
Lei Wang 0012
Inaki Ortego-Isasa
Brian Matejek
Mitchell R. LeRoy
Jin-Hyuk Park
Tomasz Mydlowski
Luca Sbuelz
Claudia Mazzà
Iqbal Hussain
Anish Jindal
Fernando Seoane
Dongmei Huang
Oliver Kierepka
Jian Hu
Waldemar Gruenwald
Xiaoyang Zhang
Chengju Li
Xuebo Zhang
Francisco de la Vega
Subhas Chandra Mukhopadhyay
Abdallah Ougazzaden
Niyom Lue
Moinak Bhaduri
Shin-Young Cho
Norbert Chevrier
Joseph Song-Manguelle
Juan Pedro Cano
Pedro Ramos
Shuaishuai Guo
Maximilian J. Wang
Zengdi Cui
Yeqin Wang
Giovanni Signore
Suxia Zhang
Shaista Bibi
Aitor Agirre
Max Kilger
Raka Jovanovic
Ahmad Naseem Alvi
Liwei Wang
Lotfi Ben Othmane
Morten Stigaard Laursen
Anthony Torza
Xinbo Ruan
Xiang Yu 0003
Aline Romero Natale
Alexandre Fender
Ulrich Gabbert
Fabrizio Balducci
A. Olgun
Suman Banerjee
Gabriel Leen
Pablo Rodríguez-Gonzálvez
Sai Anand Gopalan
Mohammad Hassan Khooban
Emilio Andreozzi
Qing Cai
Sanchay Dewan
Colin Yao
Amarita Ritthipakdee
Mehedi Masud
Maolin Jin
Richard A. Tyrrell
Suqin He
Guibin Wang
Alejandro Rodríguez-Gómez
Prashant Bansal
Yongming Yang
David R. Hendry
Mohammad Reza Jabbarpour
Thomas Ludwig 0005
Arion Neddens
S. Robson
Yun Le
Xiujun Cheng
Na Ying
Mark Wartenbe
Sotiris Ioannidis
Zhigang Gao
Núria Barniol
Michaël Sicard
Zongyi Guo
Weidong Wu
Daniel Ménard
Hengjing Liang
Zhigang Jin
Marko Radovic
Shukai Duan
Aleksander Sesek
Chang-Min Kim
Mattia Salnitri
Koustabh Dolui
Cheng Li 0005
Keisuke Kawahara
Sk. Noor Mahammad
Yang Shi 0002
Avinash Joshi
Liang Wu
Muhammad Aslam Noor
Ryo Akita
Prashant K. Jamwal
Jaime Santoyo Salazar
Aleksandra Chuchvara
Alejandro Pozo
Nina Gerber
Huatong Yao
Jeppe H. Christensen
Erkuden Rios
Xiaoyi Guo
Zhenzhen Zhao
Woei-Chyn Chu
Haedong Kim
Soumaya Cherkaoui
Huanrui Yang
Ulf Schlichtmann
Igor Bertello
Suman Laudari
Denise Demirel
Jordi Fonollosa
Mario Pardo
Changchang Wu
Iyad Katib
Laurent Lefèvre
Tomas Ceponis
Xinyu Song
Allan L. Schaefer
David Faustner
Hildeberto Jardón-Kojakhmetov
Toshinori Shimanouchi
Pilar Manzano-Hernandez
Ahmed A. Ewees
Toke Franke
Pan Wei
Leon Ziegler
Hao-bin Jiang
Ga-Young Choi
Luís Carriço
Diego Rivera
Gang Lei
Hao Liu 0008
Romeo Selvas-Aguilar
Jian-hua Cheng
Alber Filba-Martinez
Mark Hall
Dusan Kopecký
Rohit Gupta
Xin-He Miao
Pengcheng Duan
Qihao Yan
Jifeng Huang
Pyungwoo Yeon
José R. Espinoza
Ce Jin
Gerardo Muñoz
Junbin Liang
Wenchao Xia
Andrea Guerrieri
Peter C. Wright
Alexander V. Mantzaris
Da-Chang Chen
Afonso Neto
Tomasz Kozacki
Yu-Hao Chang
Roberto Garrappa
Stephen S. Yau
Daniel McDuff
Jian Ouyang
Gerrit Dumstorff
Vikas Ramachandra
Peter Kazanzides
Arun Kumar A. V.
Xufang Gong
Andrea Gómez-Oliva
Seunghwan Hong
Mohamed Frikha
Corrado Santoro
Shruti Nagpal
Huan Liu
Dorota A. Grejner-Brzezinska
Anupam Kumar Bairagi
Alireza Shahrabi
Sungho Kim
Omid Fakourfar
Li-Ke Huang
Shuai Shi
Gilbert Hock Beng Foo
Dongwei Lu
Yandong Chu
Darian M. Onchis
Hendra Ishwara Nurdin
Jun-Pyo Park
Gonzalo de Miguel Vela
Patricia Scully
Yawar Abbas Bangash
Jingjing Hu
Ruoxi Jia
Jie Bao 0002
Rosemberg Silva
Siuly Siuly
Muhammad A. Balubaid
Magdy M. A. Salama
Lukas Chrostowski
Zhong-Yi Jin
Wojciech Korski
Sang-Deok Lee
Jong Il Rhee
Una Williamson
Brian M. Davis
Jingjing He
Hamidreza Ghorbani
Vlad Stefan Barbu
Chuyen T. Nguyen
Stefano Pini
Xiaolong Zheng 0004
Ignacio Aedo
Dingfang Chen
Florian Kurpicz
Wen-Hung Liao
Gihoon Choi
Yvonne Jansen
David Steurer
Xiaojie Wang
Wellington Lobato Jr.
Víctor Fresno
Jörn-Marc Schmidt
Madhu Babu Sikha
Jian Liu
Dario Di Mauro
Anhong Guo
Dinesh Pamunuwa
Ruishan Liu
Qiang Zang
Peter A. Flach
Hany Elgala
Parin Mukeshkumar Shah
Chi-Wing Fu
Yulong Zheng
Ho-Kyung Yang
Kai Samelin
Wonhee Choe
Gangavarapu Guru Kumar
Luiz Angelo Steffenel
Giorgos Dimitrakopoulos
Amos E. Lu
Naveen Kuppuswamy
Min-Chun Pan
Monchu Chen
Xuefei Mao
Yufeng Bai
Sazid Al Ahsan
Naseem Abbas
Min-Chun Tuan
Zhengyi Ma
Boris Goncharenko
Yitong Cao
Yutaka Ishibashi
Pino Caballero-Gil
Valeria Boscaino
Mohamed Mamdouh M. Ali
Rui Feng
Vicente Hernández Díaz
Valentin Del Piccolo
Kazuo Kondo
Khulood Hussein
Ao Guo
Baoyan Ma
Francis K. H. Quek
Loris Roveda
Arkadi Nemirovski
Basheer Al-Gohi
Christian Ernst
A. A. Periola
Jianda Han
Christopher Zach
Jun Tanii
Keli Chen
Gang Xie
Wenyuan Liao
Sheharyar
Yuhui Gao
Daegun Oh
Varad Deshpande
Andreas R. Dahl
Syed Azkar Ul Hasan
Shengli Zhang
Jiayin Lin
Abdulhameed Alelaiwi
Dan Paullus
Zhangjing Yang
Chuyuan Tian
Kwanghyeon Jeong
Xiangjing An
Xiao-Ping Chen
Avi Bar-Cohen
Kiyoshi Shibayama
Sotiris K. Ntouyas
Ali Broumandan
Jiajin Qi
John Panneerselvam
Dezhang Kong
Giovanni Pau 0002
Bangyou Zheng
Rafael Stubs Parpinelli
Pengpeng Chen
Neha Kadu
Edith Huber
Johannes Furch
Yongbin Gao
Chenzhong Bin
Junhui Huang
Johan Abrahamsson
Markus Bullmann
José Luis González Sánchez 0003
Otto Hellwig
Mai H. El-Sherief
Alejandro González
Xiuzhen Cheng
Carl-Otto Ottosen
Haruo Takemura
Filippo Attivissimo
Ahmed El-Rabbany
Aurélie Bauer
Zeineb Ayed
Gustavo B. Figueiredo
Omid Beik
Minh Nguyen
Jiarui Tao
Joohee Kim
Eduardo Juárez
Jang-Hyun Park
Khaled Shuaib
Firman
Yingxiang Sun
Chunqiao Qian
Sheetal Kalyani
Bobin Yao
Nicolas Bulteau
Ajmal S. Mian
Catalin Leordeanu
Liping Huang
Justin Champion
Seng Hansun
Xiaorui Zhu
Carlos Morón
Masayuki Miyazaki
Yongliang Yang
Martin Grayson
Elena Blokhina
Yunqi Dou
Yanping Chen
Hans Gellersen
Abdel-Hamid Ali Soliman
Jana Dittmann
Yitian Zhao
Tomoyuki Sumida
Asoke K. Nandi
Shaopeng Wang
Raphaël Delépée
Matheus T. Kuska
Swarnava Dey
Bin Ju
Marta Tacão
Yuliang Qin
Michael C. Roggemann
John S. Gibson
Yanyu Sun
Qi Wei
Yigal Leiba
Maria Luz Rodríguez-Méndez
Khadim Dieng
Reynard Blasa
Ajay Gupta
Daria Madjidian
Swaroop K. Pal
Christopher Michael Jones
Vincenzo Eramo
Zhang Jie
Abdullah Özbekler
Haiyun Guo
Hongyu Wang 0007
Haruka Matsukura
Shukang Lyu
Shuanglong Kan
Saïd Mammar
Jenni Mikkonen
Liping Zhou
Ali Grami
Tomohiro Harada
Munawwar M. Sohul
Fan Yang
Christian E. Schaerer
Goshiro Yamamoto
Naveed Akhtar
Filippo Palumbo
Gerald P. Duggan
Yanting Dong
Shoichi Furukawa
Hongxing Rui
Hebo Gong
Manuel Castillo-Cara
Christer Tornevik
Armir Bujari
Kunitake Kaneko
Shau-Shiun Jan
Mohamed S. Kandil
Jacek Szklarski
Susanna Vital de Campos de Freitas
Florian Mueller 0001
Philippe Bekaert
Yubing Liu
Hiroyuki Naganuma
Shuanglong Wu
Matteo Bruggi
Jiwu Huang
Chengwen Xing
Michael Th. Rassias
Siti Fauziah Toha
Nordin Bin Ramli
Denise T. Quesnel
Thomas Kriechbaumer
Yang Bu
Woojin Chang
Hsing-Shun Chen
Kohji Koshiji
Jesús Palomo
Daniel Zabetakis
Ramunas Girdziusas
Reham Badawy
Raúl Fernández-García
Luis M. Navas
Festus Osayamwen
Sang-Il Choi
Sang-Il Lee
Feng Wei
Pedro Castillejo
Xiaole Cui
Zirui Xu
Sammy Rogmans
Moisés A. Martínez-Hernández
Kristin Taraldsen
Zhengheng Yuan
Daniela Proto
Manchun Li
Ramachandran D. Nair
Li Ma 0003
Ángel Israel Soto Marrufo
Antoine Bossard
Shu-Yu Kuo
Zhaoxia Zheng
Dmitri Botvich
Joan Krone
Olaf Minet
Soohee Han
Gamolwan Tumcharern
Ruifang Pan
Mina Naghshnejad
Nagapriyanka Parvathareddy
John C. McCarthy
Stephen J. Thompson
H. Naganuma
Fabiano Daher Adegas
Hao-Yen Hsu
Ricardo Piedrahita
Rathinam Manivasakan
Piritta Kärsämä
Bryan Duggan
Hadi Saki
Jaroslaw Smyla
Jurgen van Zundert
Yuanfeng Du
Yunlong Shang
Bibhas Ghoshal
Wen-Fei Dong
Sander van den Driesche
Ahmed Elhattab
Rossella Giordano
Jianwei Huang
Amaia Aizpurua
Abhijit RS
Eric P. S. Baumer
Mohan Rajesh Elara
Cunxiao Miao
Qianlong Lan
André Anjos
Ender Ayanoglu
Karthik Yadav Mudda
Yong Du
Andras Borbely
N. K. Philip
Joé Lallemand
Gilles Malarange
Li-Chiun Lin
Syed Anas Imtiaz
Yuxuan Gao
Yue Kan
Alfred Michael Franz
Ming-Jui Wu
Peter V. Gehler
Tawanna R. Dillahunt
Zijuan Fan
Mustafa Zeki
Giordano Lanzola
Longhua Tang
Dongfeng Yuan
Andreas Wiesbauer
Pengcheng Fu
Cristina Rosa Camacho
Jorge Blasco
Danil Kulminskiy
Miguel A. Orozco
Yida Wang
Syed Junaid Nawaz
Balaraman Ravindran
Jonas Plum
Mohammad Hasanzadeh-Mofrad
Elena Márquez Segura
Jorge Otero Diaz
Ziyu Zhang
Huseyin Ugur Yildiz
Ngombo Armando
Jiefeng Hu
Taku Hachisu
Alvaro Lau
Leilei Chang
Tao Bian
Nanjun Lu
Pavol Sokol
Jace Regenbrecht
Asoke Kumar Bhunia
You Peng
Mohamed Hammami
Joshua A. Neese
Michele Mengoni
Huanchen Zhang
Zhishen Wu
Baochao Wang
Jhih-Wei Shih
Luis Rández
Bentolhoda Binaei
Leonid M. Fridman
Jonghyun Cho
Andreas Bischof
Moon Ho Lee
Jing Deng
Konrad Peters
Julia Elyseeva
Diego Casado-Mansilla
Ahmed Bouridane
Arnulfo Luis-Ramos
Felipe Núñez
Yuan Xue
Albrecht Gensior
Maziar Ghazinejad
Alberto Diaz Alvarez
Javier Alcina Espigado
Chen-En Tsai
Naeem Ramzan
Devsi Bantva
Manuel Ornelas-Rodriguez
Wolfgang Wörndl
Zhaoyang Lu
Antoni Arias
Yusuke Kawamura
Khushnoor Khan
Fabio Casati
Ye-yang Pan
Pitoyo Hartono
Déborah Alexandra Foloppe
Stefan Wesner
Xiaohui Song
Ulrich Simon
Xiyu Wang
Linrang Zhang
Jun Ge
Shuai Chang
Azgal Abichou
Jesús Licéaga-Castro
Chaoqun Hong
Sarangapani Jagannathan
Letizia De Maria
Sisaara Perera
Yiqun Liu
Mingyue Ding
Ju-Hyung Son
Anthony J. Walton
Song Fu
Stéphanie Chollet
Lijie Chen
Fei Liu 0001
Hayssam Dahrouj
Priscila M. Kosaka
Markus Andresen
Juggapong Natwichai
Pol Blasco
Mauridhi Hery Purnomo
Carlos Miguel
Benjamin Elliott
Ryo Kiyama
Christopher Bongsoo Choy
Urban Sedlar
Ligia Maria Moreira Zorello
Charith Mendis
Jim Wagner
Yixian Yang
Shengfei Li
Long Zhang 0006
Jin-Fu Liu
Marina L. Gavrilova
João Magalhães
Chong Luo
Bidyadhar Subudhi
Changxin Fan
Alexandra L&apos;Heureux
Lalit Manam
Baofeng Gao
Jie Guo 0004
Jose M. Faleiro
Linghe Kong
Guo Liu
Tingjian Liu
Abanob Abdelnour
Jaison Mathew
Miguel Hernáez
Rizos Sakellariou
Hua-An Zhao
Günther Greiner
Nam-Joon Cho
José Ramon Méndez
Shenjun Tang
Biao Hu
Qikun Shen
Wahab Khan
Giovanni Castellazzi
Filipe Castro
Bowen Chen
Alexander Tsarev
Ron Alterovitz
Xiaolan Qiu
Yun-Kyu An
Sigitas Petkevicius
Jiri Nemecek
Séverine Cheramy
Ashwini Ratnoo
Huihui Guo
Omar A. Zatarain
Nonchanutt Chudpooti
Yunbo Shi
Alex Hsu
Mukesh Agrawal
Cédric Bastoul
Ahmed Farouk
Zhongpei Zhang
Lars Karlsson
Marston Héracles Domingues Franceschini
Liudmyla Davydenko
Junbeom Hur
Yingxin Shou
Michelle Annett
Yun Ye
Dan Wu
Alireza Gorji
Pedro Assuncao
Octavia A. Dobre
S. Moin Ahmed
Jong-Seok Kim
Hadeal Abdulaziz Al Hamid
Mathews Boby
Masaya Yoshikawa
Mahmoud M. Elnaggar
Jian Chen 0005
Manuel Rodríguez-Martín
Rahmita Wirza O. K. Rahmat
Iis P. Tussyadiah
Rajan Gill
Natale Brogno
B. Giraud
Daniel M. Lofaro
Xiangyu Sun
Kyungsu Yun
Giacomo Benassi
Dan-Wu Chen
Matthew P. Buman
Jinwoon Kim
Gillian Roberts
Bernhard Schmauss
Vashist Bist
Bijnan Bandyopadhyay
Sung Tae Kim
Jiaxin Chen
Mohamed Osman Ali Hegazi
Josep Tornero
Jinhua She
Nasser O. Alshammari
Yongwei Xu
Jeffrey Knockel
Haruo Shimamoto
Saif ul Islam
Wei Kuang Lai
Xinggan Zhang
Javier Riedemann
Sudhakar Verma
Yingjun Xu
Eric Semail
Rasha Ragheb Atallah
Pu Zhao
Arun Kant Singh
Marco Antonio Sotelo Monge
Piotr Borkowski
Jonathan Boisvert
Jun Zhou
Takanobu Otsuka
Masaya Hasegawa
Daniel Limón
Dong-Wook Jung
Saber Laamiri
Yishou Wang
Filipe Augusto Santos Rocha
Dominique Méry
Luigi A. Agrofoglio
Lucian Busoniu
Alfonso García-Cerezo
Zhuangzhi Yan
Jon Back
Siddharth Ghelani
Jash Patel
Giancarlo Succi
Jiawei Zhan
Bogdan Manate
Baocang Wang
Yangzhou Gan
Dongwei Li
Seung Ho Hong
Arthur Van Ceulen
Zhenmin Chen
Pavan Poudel
Jens Bartelt
Shujian Wang
Felix Lauber
Jordi Sacristán
Yanping Jia
Jochem Lugtenburg
Grayson Bonds
Abderrahim Khamlichi
Panagiotis Papadakis
John McGowan
Steven Claucherty
Dolores Barrios Rolanía
Ravi P. Agarwal
François de Sorbier
Deng-Peng Xing
Fatna Belqasmi
Minghao Yin
Somchart Fugkeaw
Yingjie Wang 0003
Zhong Su
Goo-Rak Kwon
Marjo Heikkilä
Arie Nakhmani
Chul Min Yeum
Jiang Zhu 0004
Yongjian Li
Ruimin Lyu
Jian Dang
Almanzor Sapena
Bernhard Zeisl
Reza Boostani
Graham J. Gaskin
Bo Luo
Hristina Uzunova
Saeed Ahmed
Manli Zhu
Hugo Gonzalez
Silvio Jurk
Jonathan Zerad
Lei Lin
Chao-Ping Chen
Alice Thudt
Marina V. Shitikova
Alessandro Gardi
Daniel Graves
Ken Higuchi
Krzysztof Ziemianski
Yun-Qing Shi
Peide Liu
Ertugrul Aksoy
Roshan Weerasekera
Byung-Song Lee
Nagi N. Mekhiel
Faustino Patiño-Cambeiro
Abdulkadir Celik
Alberto Pigazo
Anup Das 0004
Xiuhong Li
Guangrui Wen
Margarida Mitjana
Udita N. Katugampola
Mehrdad Panahpour Tehrani
Antonio Petitti
Zygmunt L. Warsza
Mina Hoorfar
Xing Jiang
Yibo Wang
Kangkang Zhang
Kosuke Yamashita
Yanhua Cheng
Gianni D&apos;Angelo
Roy Danchick
MiaoMiao Cai
Ding Wu
Robert Pike
Luc Chassagne
Lorenzo Corgnati
Xiang Zhao
Yi-Lin Guo
Daniel A. May-Arrioja
Yousif A. Dama
Yan Xu
Manuel J. Lopez-Sanchez
Braznev Sarkar
Tapas K. Mallick
D. Ruzgar Sinoplu
Georgy Danielyan
Jesús Bermúdez
Sakda Somkun
Chun-Kai Huang
Hsiao-Ting Tien
Siliang Wu
Guohui Li
Manuel J. Marín-Jiménez
Hiroki Nomiya
Yen-Lin Chen
Sher Ali
Meysam Azizian
Guozhang Jiang
Timothy F. Wright
Jan Pekárek
Heung Mook Kim
Thierry Baussant
Steffen Bartsch
Joon-Ho Shin
Stefania Bonafoni
Walaa Saber
T. Randall Lee
Montserrat Calleja
Wei Lin
Aamer Iqbal Bhatti
Radovan Vuletic
Cristina Coscia
Giovanni Lughezzani
Giuseppe Marzo
Matthias Zwicker
Ke Ma
Wei Song 0007
Taesup Moon
Jin-bae Bang
Pengfei Liang
Lucy Cheadle
Carlos Bermejo
Eva Rajo-Iglesias
Ana L. Hernandez
Christian Rehtanz
Camille Sonnenfeld
Hideo Goto
James L. Kirtley
Zheng Huang
Hussam Amrouch
Woiciech Mazurczyk
Ho Kieu Diem
Jengyi Yu
Darya Barykina
Xinwei Dong
Tianze Zhao
Yingmin Zhou
Liang Cheng 0003
Jiu Huang
Robin E. Kim
Zengfeng Du
Thierry Desprats
Katharina Krombholz
K. V. Kalashnikov
Zhipeng Lv
Changchun Cai
Jianqi Zhang
Md. Vasimuddin
Shinara Utegenova
Dietmar Tutsch
Kitsikoudis Konstantinos
Christopher C. Wills
Jianhua Cheng
Angelito Gabriel
Lingqiao Qin
Peizhen Liu
Xu Jiang 0002
Grzegorz Waligorski
Xinyu Wang 0002
Yong Liu 0008
Bram Vervisch
Ching-Chun Chang
Chao Lu 0002
Xingang Zhao
Jinji Sun
Anthony J. Peyton
Santanu K. Mishra
Li Sun 0004
Stuart James
Chi Zhan
João José Costa Gondim
Mohammad J. Abdekhodaie
Joachim Holtz
Azrul Azlan Hamzah
Tongyu Wu
Anne-Sophie Poulin-Girard
El-Ghazali Talbi
Manuel Bruschi
Blacki Li Rudi Migliozzi
Glen C. Rains
Maurizio Cirrincione
Jorge Igual
Yunfeng Lu
Narsa Reddy Tummuru
Qijun Hu
Charles Christoffer
Nan-Wei Gong
Hao Tian 0004
Francesco Bertocci
Louise Crockett
Takaaki Itoh
Minghao Wang
Qiang Qian
Muktikanta Sa
Jae-Han Park
Andrea Cohen
Babak Parkhideh
Thijs Veugen
Edinson Franco
Ying-Yin Huang
Saeed Alharthi
Baogang Miao
Paola Pizzo
Qinjie Xu
Wen-Sheng Cheng
Yi-Lung Chien
He Yang
Hisatsugu Yamada
Roberto Oboe
Han Li
Francisco Javier Herraiz-Martínez
Suraj Singh
Anna Umbert
Murat Çaglar
Guangjun Zhang
Nidhal Boucenna
Nik Rumzi Nik Idris
Rongrong Wen
Cameron Browne
Benedek Nagy
Xiaojiang Chen
Enze Luo
Dhari A. AlOtaibi
Fiorenzo Filippetti
Sudhakar Pandey
Yanhui Jing
Shai Halevi
Jörg Müller 0001
Fotis Foukalas
George Sklivanitis
Parag Aggarwal
Jingmin Xin
Wolfgang Kastl
Goh Wen Shyan
Huijun Wang
Yuhui Shi
Jinwoo Choi
Masanori Kawasaki
Fabio Palumbo
Zhengjun Qiu
Maria Dolores Fariñas
Stefano Padilla
Lopamudra Kundu
Sarah Vieweg
Naohiro Kishishita
Oliver Kolb
Yoshihiro Hoshi
Zhongbo Sun
Tomas Alberto Garcia-Calva
Haijun Shao
Tao Hou
Yang Zhan
Thomas Pock
Laisa C. P. Costa
Chenjia Li
Ping Lam So
Fang Xu
Yeping Zhu
Ronald Y. Chang
Bee-Yen Lim
Chi-Lai Huang
Martin Lange
Shibo Wang
Shogo Tokai
Gene W. Eidson
Beenish M. Chaudhry
Makoto Hatakeyama
Weihang Shen
Anam Sajid
Xu Yuan
Wei-Han Hsiao
Rosziati Ibrahim
Mugeon Kim
Meha Hachani
Arun Vishwanath
Camille Guertin
Maria G. Douvika
Gil A. B. Gonçalves
James Geller
Egle Butkeviciute
Liangqi Gui
Nam Su Heo
Rajat Venkatesh
Byoung-Ho Kang
Benjamin Schubert
Takafumi Hayashi
Valentín Calzada-Ledesma
Domenico Accardo
Wenyuan Tao
Leon Watts
Yingguang Wang
Maria Beatriz Quinaz
Eun-Jung Choi
Georgios Tzimiropoulos
Teymoor Ghanbari
Minghua Wang
Xiao Zeng
Mengnan Song
Koppány Máthé
Ziyu Lin
M. Carmen Martínez-Bisbal
Ernestas Sutinys
Zbigniew Zembaty
Aicheng Chen
Ruiliang He
Ye Sun
Nan Zhu
Mohsen Hooshmand
Katrin Schmitt
Akshay K. Rathore
Elise Lewis
Wen Xuan Tang
Eklas Hossain
Francisco J. Alvarez-Gonzalez
Pierre Drap
Haodi Mei
Scott Jordan
Urbano Nunes
Jaekwang Nam
Muhammad Yasir Faheem
Thanh-Phuong Pham
Obada Al-Khatib
Jaime Duque Domingo
Usman Adeel
Chanyoung Park
Alfeu J. Sguarezi Filho
Gad A. Pinhasi
Fernando Ramiro-Manzano
Do-Myoung Lee
Tao Chen
Rebecca Brownlow
Charles Lu
Sana Abid
Haitao Zhang
Rainer Groh
Özge Zorlu
F. Ponthenier
Jirí Bíla
I. Bula
M. Cihan Çakir
Jeff Viens
Chris Joslin
Sambit Bakshi
Jéssica Kelly Silva Fonseca
Lee Yook Heng
Virginie Blondeau-Patissier
Christopher W. Geib
Hessel Schut
Lahouari Ghouti
Zhaosheng Teng
Xia Wan
Jibin Song
Biying Xu
Hala S. El-sayed
Shlomo Yaakov Gadelovits
Luyi Bai
Lu Deng
Gaigai Cai
Shukai Chi
Lorenzo Mossucca
Yusuke Koishikawa
Serena Nicolazzo
Julio Luna
Guilherme de Azevedo e Melo
Yong He 0003
Deborah Ajilo
Zhengzhe Xiang
Zheng Zeng
Chenyu Li
Abderrahmane Haddad
Yann Viala
Reinoud F. Wolffenbuttel
Quentin Tabart
Sammy Chan
Daisuke Arai
Jia Cai
Sebastian Schwarz
Walid G. Aref
Houcine Zeroug
Yang Chen
Wenchao Xue
Tongjing Sun
Cristiano Maria Verrelli
Jan Rohac
Eduardo Alberto Canale
Andrew R. Mount
Chek-Sing Teo
Wei Wang 0078
Dae San Kim
Philippe Coue
Walid A. Najjar
Joshua C. Haller
Luca Zarri
Francesco Serafino 0001
Guiyu Xia
K. Arun Kumar
Aleksandr V. Semirov
Ren Ping Liu
Alioscia Petrelli
Yael Pritch
Yeming Tang
Baohu Li
Qingxiao Wu
Divvela Nanda Venkata Gopal
Hongbing Cheng
Omar J. Abdel-baqi
Martin J. Reed
Vesna Popovic-Bugarin
Pengyue Zhang
Jack Hunt
Guohong Cao
Attilio Frangi
Arunee Ratikan
Doina Precup
Hyunsik Jo
Xingwei Wang 0001
Joaquín Chung
Xuefeng Fan
Hyoung Jun Kim
Li Ping 0001
Zhengkang Chen
Kazuaki Yamaguchi
Xiao-Yi Wang
Li Yu 0003
Ivan Miro Panades
Jiandong Zhang
Yeonhwa Kwak
Davide Oscar Nitti
Saqib Iqbal
Vahideh Hooshyarbakhsh
Marc G. Bellemare
Álvaro Lavín
Antti Sand
Alessandro Paoli
Steven Gelineck
Di Yao
Dajin Wang
Thibault Cholez
Thomas Hach
Jisheng Dai
Jean-Loup Guillaume
