:START_ID(Author)	corresponding_author	:END_ID(Article)
Eduardo García-Breijo	No	9896
Edwin Loeff	No	9896
Lucía Seguí	No	9896
Pedro Fito	No	9896
Nicolás Laguarda-Miró	No	9896
Li Cong	Yes	9897
Ercui Li	No	9897
Honglei Qin	No	9897
Keck Voon Ling	No	9897
Rui Xue	No	9897
Javier Contreras	Yes	9898
Josep Tornero	No	9898
Isabel Ferreira 0001	No	9898
Rodrigo Martins	No	9898
Luís Gomes 0001	No	9898
Elvira Fortunato	No	9898
Simon Cool	Yes	9899
Jan G. Pieters	No	9899
Koen C. Mertens	No	9899
Sergio Mora	No	9899
Frédéric Cointault	No	9899
Julien Dubois	No	9899
Tim van de Gucht	No	9899
Jürgen Vangeyte	No	9899
Andrew J. Cooper	Yes	9900
Chelsea Anne Redman	No	9900
David Mark Stoneham	No	9900
Luis Felipe Gonzalez	No	9900
Victor Kwesi Etse	No	9900
Hugo H. G. Coppejans	Yes	9901
Herman C. Myburgh	No	9901
Vedat Coskun	Yes	9902
Busra Ozdenizci	No	9902
Kerem Ok	No	9902
Daniel G. Costa	Yes	9903
Luiz Affonso Guedes	No	9903
Francisco Vasques	No	9903
Paulo Portugal	No	9903
Antonio Costanzo 0003	Yes	9904
Mario Minasi	No	9904
Giuseppe Casula	No	9904
Massimo Musacchio	No	9904
Maria Fabrizia Buongiorno	No	9904
Pascal Craw	Yes	9905
Ruth E. Mackay	No	9905
Angel Naveenathayalan	No	9905
Chris Hudson	No	9905
Manoharanehru Branavan	No	9905
S. Tariq Sadiq	No	9905
Wamadeva Balachandran	No	9905
Concepción Crespo-Turrado	Yes	9906
Fernando Sánchez Lasheras	No	9906
José Luís Calvo-Rolle	No	9906
Andrés José Piñón Pazos	No	9906
Francisco Javier de Cos Juez	No	9906
Mária Csete	Yes	9907
Gábor Szekeres	No	9907
András Szenes	No	9907
Anikó Szalai	No	9907
Gábor Szabó 0004	No	9907
Eduardo Cuesta	Yes	9908
Alejandro Telenti	No	9908
Hector Patiño	No	9908
Daniel González-Madruga	No	9908
Susana Martínez-Pellitero	No	9908
Carlos Cuevas	Yes	9909
Eva María Yáñez	No	9909
Narciso N. García	No	9909
Jiwen Cui	Yes	9910
Yang Hu	No	9910
Kunpeng Feng	No	9910
Junying Li	No	9910
Jiubin Tan	No	9910
Xue-rong Cui	Yes	9911
Juan Li	No	9911
Chunlei Wu	No	9911
Jianhang Liu	No	9911
Ling Cui	Yes	9912
Erica P. Murray	No	9912
Qingsong Cui	Yes	9913
Sibel Pamukcu	No	9913
Mesut Pervizpour	No	9913
Yong Cui 0002	Yes	9914
Qiusheng Wang	No	9914
Haiwen Yuan	No	9914
Xiao Song	No	9914
Xuemin Hu	No	9914
Luxing Zhao	No	9914
Sharon Leigh Cundill	Yes	9915
Harald M. A. van der Werff	No	9915
Mark van der Meijde	No	9915
Raymond Czaplewski	Yes	9916
Jisheng Dai	Yes	9917
Nan Hu	No	9917
Weichao Xu	No	9917
Chunqi Chang	No	9917
Kaoshan Dai	Yes	9918
Xiaofeng Li	No	9918
Chuan Lu	No	9918
Qingyu You	No	9918
Zhenhua Huang	No	9918
H. Felix Wu	No	9918
Hongbo Dai	Yes	9919
Erik T. Thostenson	No	9919
Thomas Schumacher	No	9919
Houde Dai	Yes	9920
Pengyue Zhang	No	9920
Tim C. Lueth	No	9920
Elisa Dall&apos;Asta	Yes	9921
Klaus Thoeni	No	9921
Marina Santise	No	9921
Gianfranco Forlani	No	9921
Anna Giacomini	No	9921
Riccardo Roncella	No	9921
Saeed Daneshmand	Yes	9922
Ali Jafarnia Jahromi	No	9922
Ali Broumandan	No	9922
Gérard Lachapelle	No	9922
Alessandro Danisi	Yes	9923
Alessandro Masi	No	9923
Roberto Losito	No	9923
Athanasios Dasios	Yes	9924
Damianos Gavalas	No	9924
Grammati E. Pantziou	No	9924
Charalampos Konstantopoulos	No	9924
Adit Decharat	Yes	9925
Sanat Wagle	No	9925
Svein Jacobsen	No	9925
Frank Melandsø	No	9925
Carolina Del-Valle-Soto	Yes	9926
J. Carlos Mex-Perera	No	9926
Raúl Monroy	No	9926
Juan Arturo Nolazco-Flores	No	9926
Fangming Deng	Yes	9927
Yigang He	No	9927
Bing Li 0006	No	9927
Lei Zuo	No	9927
Xiang Wu	No	9927
Zhihui Fu	No	9927
Fangming Deng	Yes	9928
Yigang He	No	9928
Bing Li 0006	No	9928
Lihua Zhang	No	9928
Xiang Wu	No	9928
Zhihui Fu	No	9928
Lei Zuo	No	9928
Zhi-An Deng	Yes	9929
Guofeng Wang	No	9929
Ying Hu	No	9929
Di Wu	No	9929
John Ojur Dennis	Yes	9930
Abdelaziz Yousif Ahmed	No	9930
Mohd Haris M. Khir	No	9930
John Ojur Dennis	Yes	9931
Farooq Ahmad	No	9931
M. Haris Bin Md Khir	No	9931
Nor Hisham Hamid	No	9931
Mattia Lorenzo DiFrancesco	Yes	9932
Sabrina Gazzarrini	No	9932
Cristina Arrigoni	No	9932
Giulia Romani	No	9932
Gerhard Thiel	No	9932
Anna Moroni	No	9932
David Díaz-Martín	Yes	9933
José Gerardo Hernández-Jiménez	No	9933
Manuel Rodríguez-Valido	No	9933
Ricardo Borges	No	9933
Lucía Díaz-Vilariño	Yes	9934
Kourosh Khoshelham	No	9934
Joaquin Martinez-Sanchez	No	9934
Pedro Arias	No	9934
Estefania Munoz Diaz	Yes	9935
Vicente Hernández Díaz	Yes	9936
José-Fernán Martínez	No	9936
Néstor Lucas Martínez	No	9936
Raúl M. del Toro	No	9936
Fernando-Juan García-Diego	Yes	9937
Borja Esteban	No	9937
Paloma Merello	No	9937
Markus Dietrich	Yes	9938
Christoph Jahn	No	9938
Peter Lanzerath	No	9938
Ralf Moos	No	9938
Shaowei Ding	Yes	9939
Allison A. Cargill	No	9939
Suprem R. Das	No	9939
Igor L. Medintz	No	9939
Jonathan C. Claussen	No	9939
Xu Ding	Yes	9940
Jianghong Han	No	9940
Lei Shi	No	9940
Xukai Ding	Yes	9941
Hongsheng Li	No	9941
Yunfang Ni	No	9941
Pengcheng Sang	No	9941
Nghia Trong Dinh	Yes	9942
Olfa Kanoun	No	9942
Nhu Tri Do	Yes	9943
Beongku An	No	9943
Nhi M. Doan	Yes	9944
Liangliang Qiang	No	9944
Zhe Li	No	9944
Santhisagar Vaddiraju	No	9944
Gregory W. Bishop	No	9944
James F. Rusling	No	9944
Fotios Papadimitrakopoulos	No	9944
Jurij Dolensek	Yes	9945
Denis Spelic	No	9945
Masa Skelin Klemen	No	9945
Borut Zalik	No	9945
Marko Gosak	No	9945
Marjan Slak Rupnik	No	9945
Andraz Stozer	No	9945
Tao Dong	Yes	9946
Cátia Barbosa	No	9946
Feihong Dong	Yes	9947
Min Li	No	9947
Xiangwu Gong	No	9947
Hongjun Li	No	9947
Fengyue Gao	No	9947
Feihong Dong	Yes	9948
Hongjun Li	No	9948
Xiangwu Gong	No	9948
Quan Liu	No	9948
Jingchao Wang	No	9948
Enrique Dorronzoro	Yes	9949
Isabel M. Gómez	No	9949
Ana Verónica Medina	No	9949
José Antonio Gómez	No	9949
Pierre Drap	Yes	9950
Djamal Merad	No	9950
Bilal Hijazi	No	9950
Lamia Gaoua	No	9950
Mohamad Motasem Nawaf	No	9950
Mauro Saccone	No	9950
Bertrand Chemisky	No	9950
Julien Seinturier	No	9950
Jean-Christophe Sourisseau	No	9950
Timmy Gambin	No	9950
Filipe Castro	No	9950
Zengfeng Du	Yes	9951
Jing Chen 0004	No	9951
Wangquan Ye	No	9951
Jinjia Guo	No	9951
Xin Zhang	No	9951
Ronger Zheng	No	9951
Fei Du	Yes	9952
Yibo Li	No	9952
Shijiu Jin	No	9952
Zhongzhou Du	Yes	9953
Rijian Su	No	9953
Wenzhong Liu	No	9953
Zhixing Huang	No	9953
Yuanfeng Du	Yes	9954
Dongkai Yang	No	9954
Chundi Xiu	No	9954
Zhugeng Duan	Yes	9955
Dan Zhao	No	9955
Yuan Zeng	No	9955
Yujin Zhao	No	9955
Bingfang Wu	No	9955
Jianjun Zhu	No	9955
Gerrit Dumstorff	Yes	9956
Walter Lang	No	9956
Arno Ehresmann	Yes	9957
Iris Koch	No	9957
Dennis Holzinger	No	9957
Shoaib Ehsan	Yes	9958
Adrian F. Clark	No	9958
Naveed ur Rehman	No	9958
Klaus D. McDonald-Maier	No	9958
Munir M. El-Desouki	Yes	9959
Syed Manzoor Qasim	No	9959
Mohammed S. BenSaleh	No	9959
M. Jamal Deen	No	9959
Mohamed Elgendi	Yes	9960
Bjoern Eskofier	No	9960
Derek Abbott	No	9960
Mohamed Elgendi	Yes	9961
Richard Ribon Fletcher	No	9961
Ian Norton	No	9961
Matt Brearley	No	9961
Derek Abbott	No	9961
Nigel H. Lovell	No	9961
Dale Schuurmans	No	9961
Christian Eling	Yes	9962
Lasse Klingbeil	No	9962
Heiner Kuhlmann	No	9962
Louise Elmlund	Yes	9963
Camilla Käck	No	9963
Teodor Aastrup	No	9963
Ian A. Nicholls	No	9963
Andrew Ennis	Yes	9964
Chris D. Nugent	No	9964
Philip J. Morrow	No	9964
Liming Chen 0001	No	9964
George Ioannidis	No	9964
Alexandru Stan	No	9964
Preslav Rachev	No	9964
Hwisoo Eom	Yes	9965
Sang Hun Lee	No	9965
Seunghyun Eom	Yes	9966
Yunsik Seo	No	9966
Sungjoon Lim	No	9966
Chakavak Esmaeili	Yes	9967
Mahnaz M. Abdi	No	9967
Aji P. Mathew	No	9967
Mehdi Jonoobi	No	9967
Kristiina Oksman	No	9967
Majid Rezayi	No	9967
Karlos Espinoza	Yes	9968
Diego L. Valera	No	9968
José A. Torres	No	9968
Alejandro López	No	9968
Francisco D. Molina-Aiz	No	9968
Abraham Esquivel	Yes	9969
Pablo A. Haya	No	9969
Xavier Alamán	No	9969
Volker Esteves	Yes	9970
Angelos Antonopoulos	No	9970
Elli Kartsakli	No	9970
Manel Puig-Vidal	No	9970
Pere Lluís Miribel-Català	No	9970
Christos V. Verikoukis	No	9970
Hyukmin Eum	Yes	9971
Changyong Yoon	No	9971
Heejin Lee	No	9971
Mignon Park	No	9971
Santiago Ezpeleta	Yes	9972
José M. Claver	No	9972
Juan José Pérez Solano	No	9972
José V. Martí	No	9972
Saskia M. Faassen	Yes	9973
Bernd Hitzmann	No	9973
Sophie Fabre	Yes	9974
Xavier Briottet	No	9974
Audrey Lesaignoux	No	9974
Xiaohu Fan	Yes	9975
Hao Huang	No	9975
Shipeng Qi	No	9975
Xincheng Luo	No	9975
Jing Zeng	No	9975
Qubo Xie	No	9975
Changsheng Xie	No	9975
Guangwen Fan	Yes	9976
Yu Shen	No	9976
Xiaowei Hao	No	9976
Zongming Yuan	No	9976
Zhi Zhou	No	9976
Xiwei Fan	Yes	9977
Bo-Hui Tang	No	9977
Hua Wu 0001	No	9977
Guangjian Yan	No	9977
Zhao-Liang Li	No	9977
Fang Fang	Yes	9978
Lu Bai	No	9978
Dongsheng Song	No	9978
Hongping Yang	No	9978
Xiaoming Sun	No	9978
Hongyu Sun 0004	No	9978
Jing Zhu	No	9978
Jonathan C. Las Fargeas	Yes	9979
Pierre T. Kabamba	No	9979
Anouck R. Girard	No	9979
Zdenek Farka	Yes	9980
David Kovár	No	9980
Petr Skládal	No	9980
Anders Feilberg	Yes	9981
Pernille Bildsoe	No	9981
Tavs Nyord	No	9981
Frank Feldhege	Yes	9982
Anett Mau-Moeller	No	9982
Tobias Lindner	No	9982
Albert Hein	No	9982
Andreas Markschies	No	9982
Uwe Klaus Zettl	No	9982
Rainer Bader	No	9982
Maria Q. Feng	Yes	9983
Yoshio Fukuda	No	9983
Masato Mizuta	No	9983
Ekin Ozer	No	9983
Dongming Feng	Yes	9984
Maria Q. Feng	No	9984
Ekin Ozer	No	9984
Yoshio Fukuda	No	9984
Min Feng	Yes	9985
Dezhao Kong	No	9985
Wenbing Wang	No	9985
Liqiang Liu	No	9985
Shanshan Song	No	9985
Chuanlai Xu	No	9985
Yibo Feng	Yes	9986
Xisheng Li	No	9986
Xiaojuan Zhang	No	9986
Alberto Fernández-Isabel	Yes	9987
Rubén Fuentes-Fernández	No	9987
Carlos Fernández-Llatas	Yes	9988
Aroa Lizondo	No	9988
Eduardo Monton Sanchez	No	9988
José-Miguel Benedí	No	9988
Vicente Traver	No	9988
Jesús Fernández-Lozano	Yes	9989
Miguel Martín-Guzmán	No	9989
Juan Martín-Ávila	No	9989
Alfonso García-Cerezo	No	9989
José Fernández-Salmerón	Yes	9990
Almudena Rivadeneyra	No	9990
Fernando Martínez-Martí	No	9990
Luis F. Capitán-Vallvey	No	9990
Alberto J. Palma	No	9990
Miguel A. Carvajal	No	9990
Roemi Fernández	Yes	9991
Héctor Montes	No	9991
Carlota Salinas	No	9991
Markus Feulner	Yes	9992
Gunter Hagen	No	9992
Andreas Müller 0011	No	9992
Andreas Schott	No	9992
Christian Zöllner	No	9992
Dieter Brüggemann	No	9992
Ralf Moos	No	9992
Benish Fida	Yes	9993
Ivan Bernabucci	No	9993
Daniele Bibbo	No	9993
Silvia Conforto	No	9993
Maurizio Schmid	No	9993
Baris Fidan	Yes	9994
Ilknur Umay	No	9994
Lauren D. Field	Yes	9995
Scott A. Walper	No	9995
Kimihiro Susumu	No	9995
Eunkeu Oh	No	9995
Igor L. Medintz	No	9995
James B. Delehanty	No	9995
Lado Filipovic	Yes	9996
Siegfried Selberherr	No	9996
Peter C. Fino	Yes	9997
Christopher W. Frames	No	9997
Thurmon E. Lockhart	No	9997
Roy Fisher	Yes	9998
Lehlogonolo Ledwaba	No	9998
Gerhard P. Hancke 0002	No	9998
Carel P. Kruger	No	9998
Gertrude Fomo	Yes	9999
Tesfaye Waryo	No	9999
Christopher E. Sunday	No	9999
Abd A. Baleg	No	9999
Priscilla G. L. Baker	No	9999
Emmanuel I. Iwuoha	No	9999
Ee-May Fong	Yes	10000
Wan-Young Chung	No	10000
Chien-Fu Fong	Yes	10001
Ching-Liang Dai	No	10001
Chyan-Chyi Wu	No	10001
Davinia Font	Yes	10002
Marcel Tresanchez	No	10002
Dani Martínez	No	10002
Javier Moreno 0001	No	10002
Eduard Clotet	No	10002
Jordi Palacín	No	10002
Pawel Foremski	Yes	10003
Michal Gorawski	No	10003
Krzysztof Grochla	No	10003
Konrad Polys	No	10003
Alexandre François	Yes	10004
Tess Reynolds	No	10004
Tanya M. Monro	No	10004
Peter Fremerey	Yes	10005
Andreas Jess	No	10005
Ralf Moos	No	10005
Patrick Fréville	Yes	10006
Nadège Montoux	No	10006
Jean-Luc Baray	No	10006
Aurélien Chauvigné	No	10006
François Réveret	No	10006
Maxime Hervo	No	10006
Davide Dionisi	No	10006
Guillaume Payen	No	10006
Karine Sellegri	No	10006
Emanuele Frontoni	Yes	10007
Adriano Mancini	No	10007
Primo Zingaretti	No	10007
Yexiang Fu	Yes	10008
Chao Bian	No	10008
Jian Kuang	No	10008
Jinfen Wang	No	10008
Jianhua Tong	No	10008
Shanhong Xia	No	10008
Jun-Song Fu	Yes	10009
Yun Liu 0001	No	10009
Jun-Song Fu	Yes	10010
Yun Liu 0001	No	10010
Yunhai Fu	Yes	10011
Lin Ma 0001	No	10011
Yubin Xu	No	10011
Li Fu	Yes	10012
Jun Zhang 0007	No	10012
Rui Li	No	10012
Xianbin Cao 0001	No	10012
Jinling Wang	No	10012
Miguel A. Fuentes-Fuentes	Yes	10013
Daniel A. May-Arrioja	No	10013
José R. Guzman-Sepulveda	No	10013
Miguel Torres-Cisneros	No	10013
José J. Sánchez-Mondragón	No	10013
Kenjiro Fujii	Yes	10014
Yoshihiro Sakamoto	No	10014
Wei Wang 0066	No	10014
Hiroaki Arie	No	10014
Alexander Schmitz	No	10014
Shigeki Sugano	No	10014
Kouki Fujioka	Yes	10015
Yasuko Tomizawa	No	10015
Nobuo Shimizu	No	10015
Keiichi Ikeda	No	10015
Yoshinobu Manome	No	10015
Dedi Futra	Yes	10016
Yook Heng Lee	No	10016
Asmat Ahmad	No	10016
Salmijah Surif	No	10016
Lingling Tan	No	10016
Jesús M. Gómez de Gabriel	Yes	10017
William S. Harwin	No	10017
Gabriel Gagnon-Turcotte	Yes	10018
Alireza Avakh Kisomi	No	10018
Reza Ameli	No	10018
Charles-Olivier Dufresne Camaro	No	10018
Yoan LeChasseur	No	10018
Jean-Luc Néron	No	10018
Paul Brule Bareil	No	10018
Paul Fortier	No	10018
Cyril Bories	No	10018
Yves De Koninck	No	10018
Benoit Gosselin	No	10018
Francisco Vazquez Gallego	Yes	10019
Luis Alonso 0001	No	10019
Jesus Alonso-Zarate	No	10019
Carlos Eric Galván-Tejada	Yes	10020
Juan-Pablo García-Vázquez	No	10020
Jorge I. Galván-Tejada	No	10020
J. Ruben Delgado-Contreras	No	10020
Ramón F. Brena	No	10020
Juan Luis Gamarra-Diezma	Yes	10021
Antonio Miranda-Fuentes	No	10021
Jordi Llorens	No	10021
Andrés Cuenca	No	10021
Gregorio L. Blanco-Roldán	No	10021
Antonio Rodríguez-Lizana	No	10021
Micaela Troglia Gamba	Yes	10022
Gianluca Marucco	No	10022
Marco Pini	No	10022
Sabrina Ugazio	No	10022
Emanuela Falletti	No	10022
Letizia Lo Presti	No	10022
Jarel K. Gandhi	Yes	10023
Lada Zivkovic	No	10023
John P. Fisher	No	10023
Mervin C. Yoder	No	10023
Eric M. Brey	No	10023
Davide Gandolfi	Yes	10024
Fernando Ramiro-Manzano	No	10024
Francisco Javier Aparicio Rebollo	No	10024
Mher Ghulinyan	No	10024
Georg Pucker	No	10024
Lorenzo Pavesi	No	10024
Wang Gao	Yes	10025
Chengfa Gao	No	10025
Shuguo Pan	No	10025
Denghui Wang	No	10025
Jiadong Deng	No	10025
Yanbin Gao	Yes	10026
Lianwu Guan	No	10026
Tingjun Wang	No	10026
Yunlong Sun	No	10026
Fengli Gao	Yes	10027
Xide Li	No	10027
Yanbin Gao	Yes	10028
Shifei Liu	No	10028
Mohamed M. Atia	No	10028
Aboelmagd Noureldin	No	10028
Xunzhang Gao	Yes	10029
Zhen Liu 0004	No	10029
Haowen Chen	No	10029
Xiang Li 0014	No	10029
Ying Gao	Yes	10030
Chris Hadri Wkram	No	10030
Jiajie Duan	No	10030
Jarong Chou	No	10030
Zhiyuan Gao	Yes	10031
Congjie Yang	No	10031
Jiangtao Xu	No	10031
Kaiming Nie	No	10031
Zhiquan Gao	Yes	10032
Yao Yu	No	10032
Yu Zhou 0007	No	10032
Sidan Du	No	10032
Zhouzheng Gao	Yes	10033
Hongping Zhang	No	10033
Maorong Ge	No	10033
Xiaoji Niu	No	10033
Wenbin Shen	No	10033
Jens Wickert	No	10033
Harald Schuh	No	10033
Wei Gao	Yes	10034
Ya Zhang	No	10034
Jianguo Wang	No	10034
Joaquín García-Alfaro	Yes	10035
Jordi Herrera-Joancomartí	No	10035
Joan Melià-Seguí	No	10035
Celia García-Hernández	Yes	10036
Cristina Medina-Plaza	No	10036
Cristina García-Cabezón	No	10036
Fernando Martin-Pedrosa	No	10036
Isabel del Valle	No	10036
Jose Antonio de Saja	No	10036
Maria Luz Rodríguez-Méndez	No	10036
F. Javier García-Ramos	Yes	10037
Hugo Malón	No	10037
A. Javier Aguirre	No	10037
Antonio Boné	No	10037
Javier Puyuelo	No	10037
Mariano Vidal	No	10037
Daniel García-Romeo	Yes	10038
María R. Valero	No	10038
Nicolás Medrano	No	10038
Belén Calvo	No	10038
Santiago Celma	No	10038
Belen García	Yes	10039
Diego García	No	10039
Guillermo Robles	No	10039
Carmelo R. García	Yes	10040
Alexis Quesada-Arencibia	No	10040
Teresa Cristóbal	No	10040
Gabino Padrón	No	10040
Ricardo Pérez 0001	No	10040
Francisco Alayón Hernández	No	10040
Iker García	Yes	10041
Joseba Zubía	No	10041
Gaizka Durana	No	10041
Gotzon Aldabaldetreku	No	10041
María Asunción Illarramendi	No	10041
Joel Villatoro	No	10041
Christian Garde	Yes	10042
Martin Welch	No	10042
Jesper Ferkinghoff-Borg	No	10042
Thomas Sams	No	10042
John D. Garrett	Yes	10043
Elise C. Fear	No	10043
Enrico Della Gaspera	Yes	10044
Alessandro Martucci	No	10044
Eugenijus Gaubas	Yes	10045
Tomas Ceponis	No	10045
Vidas Kalesinskas	No	10045
Jevgenij Pavlov	No	10045
Juozas Vysniauskas	No	10045
Eugenijus Gaubas	Yes	10046
Tomas Ceponis	No	10046
Dovile Meskauskaite	No	10046
Nikolai Kazuchits	No	10046
Song Ge	Yes	10047
Guoliang Fan	No	10047
Hongyi Ge	Yes	10048
Yuying Jiang	No	10048
Feiyu Lian	No	10048
Yuan Zhang	No	10048
Shanhong Xia	No	10048
Andrew G. Gehring	Yes	10049
Jeffrey D. Brewster	No	10049
Yiping He	No	10049
Peter L. Irwin	No	10049
George C. Paoli	No	10049
Tawana Simons	No	10049
Shu-I Tu	No	10049
Joseph Uknalis	No	10049
Peter Geiser	Yes	10050
Sibila A. Genchi	Yes	10051
Alejandro J. Vitale	No	10051
Gerardo M. E. Perillo	No	10051
Claudio A. Delrieux	No	10051
Libin George	Yes	10052
Gaetano Dario Gargiulo	No	10052
Torsten Lehmann	No	10052
Tara Julia Hamilton	No	10052
Ebrahim Ghafar-Zadeh	Yes	10053
Seyed Alireza Ghaffari	Yes	10054
William-Olivier Caron	No	10054
Mathilde Loubier	No	10054
Charles-O. Normandeau	No	10054
Jeff Viens	No	10054
Mohammed S. Lamhamedi	No	10054
Benoit Gosselin	No	10054
Younès Messaddeq	No	10054
Seyed Alireza Ghaffari	Yes	10055
William-Olivier Caron	No	10055
Mathilde Loubier	No	10055
Maxime Rioux	No	10055
Jeff Viens	No	10055
Benoit Gosselin	No	10055
Younès Messaddeq	No	10055
Sadik Kamel Gharghan	Yes	10056
Rosdiadee Nordin	No	10056
Mahamod Ismail	No	10056
Hemant Ghayvat	Yes	10057
Subhas Mukhopadhyay	No	10057
Xiang Gui	No	10057
Nagender K. Suryadevara	No	10057
Ananta Ghimire	Yes	10058
Omkar V. Zore	No	10058
Vindya K. Thilakarathne	No	10058
Victoria A. Briand	No	10058
Patrick J. Lenehan	No	10058
Yu Lei	No	10058
Rajeswari M. Kasi	No	10058
Challa V. Kumar	No	10058
Ambra Giannetti	Yes	10059
Andrea Barucci	No	10059
Franco Cosi	No	10059
Stefano Pelli	No	10059
Sara Tombelli	No	10059
Cosimo Trono	No	10059
Francesco Baldini	No	10059
Greg Gillen	Yes	10060
Marcela Najarro	No	10060
Scott Wight	No	10060
Marlon Walker	No	10060
Jennifer Verkouteren	No	10060
Eric Windsor	No	10060
Tim Barr	No	10060
Matthew Staymates	No	10060
Aaron Urbas	No	10060
Ciro Gioia	Yes	10061
Daniele Borio	No	10061
Fatih Gökçe	Yes	10062
Göktürk Üçoluk	No	10062
Erol Sahin	No	10062
Sinan Kalkan	No	10062
Carles Gomez	Yes	10063
Josep Paradells	No	10063
Cihun-Siyong Alex Gong	Yes	10064
Hsin-Yi Lai	No	10064
Sy-Han Huang	No	10064
Yu-Chun Lo	No	10064
Nicole Lee	No	10064
Pin-Yuan Chen	No	10064
Po-Hsun Tu	No	10064
Chia-Yen Yang	No	10064
James Chang-Chieh Lin	No	10064
You-Yin Chen	No	10064
Wei Gong	Yes	10065
Jia Sun	No	10065
Shuo Shi	No	10065
Jian Yang 0010	No	10065
Lin Du	No	10065
Bo Zhu	No	10065
Shalei Song	No	10065
Liangyi Gong	Yes	10066
Wu Yang 0001	No	10066
Dapeng Man	No	10066
Guozhong Dong	No	10066
Miao Yu 0006	No	10066
Jiguang Lv	No	10066
Ang Gong	Yes	10067
Xiubin Zhao	No	10067
Chunlei Pang	No	10067
Rong Duan	No	10067
Yong Wang 0015	No	10067
M. Inmaculada González-Martín	Yes	10068
Olga Escuredo	No	10068
Isabel Revilla	No	10068
Ana María Vivar-Quintana	No	10068
M. Carmen Coello	No	10068
Carlos Palacios Riocerezo	No	10068
Guillermo Wells Moncada	No	10068
Iván González	Yes	10069
Jesús Fontecha	No	10069
Ramón Hervás	No	10069
José Bravo	No	10069
Gabriel González	Yes	10070
Eleazar Samuel Kolosovas-Machuca	No	10070
Edgar López-Luna	No	10070
Heber Hernández-Arriaga	No	10070
Francisco Javier González	No	10070
Laura González 0004	Yes	10071
David Martínez-Martín	No	10071
Jorge Otero Diaz	No	10071
Pedro José de Pablo	No	10071
Manel Puig-Vidal	No	10071
Julio Gómez-Herrero	No	10071
Enrique Gonzalez	Yes	10072
Raul Peña	No	10072
César Vargas Rosales	No	10072
Alfonso Avila	No	10072
David Perez Diaz de Cerio	No	10072
Tomoyo Goto	Yes	10073
Toshio Itoh	No	10073
Takafumi Akamatsu	No	10073
Woosuck Shin	No	10073
Yoav Gottlieb	Yes	10074
Tal Shima	No	10074
Yves M. Govaerts	Yes	10075
Miguel Ángel Fernández Granero	Yes	10076
Daniel Sánchez Morillo	No	10076
Antonio León Jiménez	No	10076
Daniel Granlund	Yes	10077
Patrik Holmlund	No	10077
Christer Åhlund	No	10077
Sabrina Grassini	Yes	10078
Maen Ishtaiwi	No	10078
Marco Parvis	No	10078
Alberto Vallan	No	10078
Eduard Gregorio-Lopez	Yes	10079
Francesc Rocadenbosch	No	10079
Ricardo Sanz-Cortiella	No	10079
Joan Ramón Rosell Polo	No	10079
Samantha M. Grist	Yes	10080
Jonathan C. Schmok	No	10080
Meng-Chi (Andy) Liu	No	10080
Lukas Chrostowski	No	10080
Karen C. Cheung	No	10080
Robin Groschup	Yes	10081
Christian U. Grosse	No	10081
Xiaobo Gu	Yes	10082
Qing Chang	No	10082
Eamonn Glennon	No	10082
Baoda Xu	No	10082
Andrew G. Dempster	No	10082
Dun Wang	No	10082
Jiapeng Wu	No	10082
Feng Gu	Yes	10083
Francisco Flórez-Revuelta	No	10083
Dorothy Monekosso	No	10083
Paolo Remagnino	No	10083
Yanlei Gu	Yes	10084
Li-Ta Hsu	No	10084
Shunsuke Kamijo	No	10084
Fuqiang Gu	Yes	10085
Allison Kealy	No	10085
Kourosh Khoshelham	No	10085
Jianga Shang	No	10085
Changzhan Gu	Yes	10086
Changzhi Li	No	10086
Yebo Gu	Yes	10087
Minglei Yang	No	10087
Zhenguo Shi	No	10087
Zhilu Wu	No	10087
Junzhi Guan	Yes	10088
Francis Deboeverie	No	10088
Maarten Slembrouck	No	10088
Dirk Van Haerenborgh	No	10088
Dimitri Van Cauwelaert	No	10088
Peter Veelaert	No	10088
Wilfried Philips	No	10088
Giovanni Alfredo Guarneri	Yes	10089
Daniel Rodrigues Pipa	No	10089
Flávio Neves Junior	No	10089
Lúcia Valéria Ramos de Arruda	No	10089
Marcelo Victor Wüst Zibetti	No	10089
Romain Guider	Yes	10090
Davide Gandolfi	No	10090
Tatevik Chalyan	No	10090
Laura Pasquardini	No	10090
Alina Samusenko	No	10090
Georg Pucker	No	10090
Cecilia Pederzolli	No	10090
Lorenzo Pavesi	No	10090
Andrea Guidi	Yes	10091
Sergio Salvi	No	10091
Manuel Ottaviano	No	10091
Claudio Gentili	No	10091
Gilles Bertschy	No	10091
Danilo De Rossi	No	10091
Enzo Pasquale Scilingo	No	10091
Nicola Vanello	No	10091
Dayan Adionel Guimarães	Yes	10092
Guilherme Pedro Aquino	No	10092
Dayan Adionel Guimarães	Yes	10093
Guilherme Pedro Aquino	No	10093
Marco E. G. V. Cattaneo	No	10093
Robert E. Guinness	Yes	10094
Beiyuan Guo	Yes	10095
Weide Gan	No	10095
Weining Fang	No	10095
Wenfei Guo	Yes	10096
Tao Lin	No	10096
Xiaoji Niu	No	10096
Chuang Shi	No	10096
Hongping Zhang	No	10096
Shuxiang Guo	Yes	10097
Muye Pang	No	10097
Baofeng Gao	No	10097
Hideyuki Hirata	No	10097
Hidenori Ishihara	No	10097
Xiuzhen Guo	Yes	10098
Chao Peng	No	10098
