:START_ID(Author)	:END_ID(Article)
Ting Jiang	15734
George Y. Chen	564
Stefan Schauer	3903
Karin Niemantsverdriet	12313
Aitor Agirre	2033
Mohammad Mursaleen	11674
Davide Micheli	15061
Shinji Hara	11491
Kui Jiang	12481
Sumit Veerawal	3378
Weihai Chen	2090
Mylène C. Q. Farias	8488
Hamid-Reza Bahrami	13961
Nam-Trung Nguyen	13649
Hui Peng 0001	104
Ahmad Chaddad	16057
Minsik Kim	5491
Max Kilger	513
Ahda Pionkoski Grilo	66
Israr Ullah	1427
Bin Luo	5012
Martin Taranetz	9749
Barbara M. Masini	4141
Mark T. Bolas	12063
Seong Joon Park	11006
Marko Gosak	16328
Sijia Chen	16210
Jianrong Zhao	19849
Leire Ruiz-Rubio	13247
Jian Zhuang	57
Yao-Chiang Kan	3856
Lianyu Zhao	8168
Chilhee Chung	12716
Thomas Nescher	1567
Willibroad Gabila Buma	4408
Xijun Chen	991
Víctor Araña	3962
Theoharis Theoharis	4068
Aggeliki Tsoli	2590
Italo Dacosta	13230
Gerald Mader	15767
Feifei Gao	16478
Fernando Barrera	17914
Dilma Da Silva	19033
José Vivancos	5879
Huijun Wang	15032
Abdulsahib Albehadili	13054
Jorge Perez-Velasco	7322
Huicui Chen	5280
Gangyong Jia	15577
Roberto Oboe	9969
Thomas Preuss	8066
Jianqiao Zou	12242
Nélia Alberto	13226
Cristian Onose	3228
Longfu Luo	6523
Jasna L. Ristic-Djurovic	8664
Dariusz Janiszewski	16536
Kai-Lung Hua	7816
Wanlin Gong	8721
Luis Stábile	8172
Rinkaj Goyal	18384
Maria Strantza	11128
Alistair M. S. Smith	8787
Chengjian Zhang	9317
Zhaoyang Zhang 0003	16108
Neha Kadu	10152
Jignesh K. Thanki	19625
Weiwei Wu	12107
Roque Calvo	10185
Jin-Yuan Chen	14329
Muhammad Waseem Anwar	1049
Noura Alhakbani	7845
Dario Cazzoli	12439
Asif Ekbal	17757
M. Consuelo Casabán	17726
Declan Casey	3289
Pubudu N. Pathirana	8285
Sanjay Pawar	12458
Jihwan Park	14346
Camila Silva	16325
Mohd Yazed Ahmad	4936
Qun Liu	16046
Xing-Chen Pan	11032
Byung-Kwon Kim	17446
Jiahui Chen	54
Guoping Jiang	10590
Vijay Varadharajan	16777
Tzu-Chieh Tsai	13109
Mahmood Akhtar	6655
Kelly Ryan	1671
Muhammad Umair	15734
Jiawei Xu	9448
Minghang Lu	10221
Bin Ba	14316
Patrick Pérez	19844
Jian Sun 0011	15290
Shigui Ruan	17534
Johannes A. Schmid	8956
Ian M. Sander	11543
Donal O&apos;Regan	1450
Hui Hua	6982
Xijun Yu	6841
Sihai Wang	5470
Giovanni Neri	13361
Dingfang Chen	15986
Ravi Teja Bobba	15374
Park Chul Woo	12222
Bivas Bhattacharya	2308
Xipeng Yin	18757
Dalila Szostak	6485
Jasper Goseling	4883
Murat Uzam	14868
Gabriel J. Brostow	15196
Yosef Pinhasi	17471
Fatiha Nejjari	211
B. Srividya	942
Zhendong Xu	1922
Walid Abid	14681
Qianhui Dong	4471
Yong-Bo Zhao	18750
Nadine Bou Dargham	19359
Tao Wang 0001	17564
Takeo Yaku	11604
Yankui Sun	682
Kriti Kumar	4544
Jianping Wang	16908
X. Hong	6802
Tongfeng Sun	911
Mario Alberto Ibarra-Manzano	43
Adrian Gonzalez	1896
Yuan-Yao Hsu	14090
Hasnain Heickal	9335
Wei Weng 0001	17299
Xiaobao Yang	14922
Adithya Pediredla	11936
Xiaofeng Liu	16731
Xiangzhou Guo	17138
Anindya De	533
Chuhan Gao	3341
Duarte Antunes	8688
Anuj Sharma	13692
Woei-Luen Chen	17236
Guido Araújo	17689
Jie Chen 0009	7519
Jacek Naruniec	12671
Francisco de Sande	18842
Tian Yu	19496
Fudziah Bt. Ismail	4200
Weicai Quan	3842
Mingfu Li	5429
Jiyuan Chen	18640
Fei-fei Fu	8890
José David López	4365
Christopher Ré	12325
Saber Zerdoumi	6395
Scott H. Goodwin	15359
Nada Alalyani	18420
Sang-Soo Lee	15205
Navdeep Tangri	1250
Hans Krause	5678
Bartosz Sakowicz	13386
Satoshi Ohzahata	2161
Yunfei Cheng	1650
Daobo Wang	14380
Joan García-Haro	14813
Mengya Sun	7589
Yan-Yan Hou	8679
Pablo A. Haya	8129
Juhua Huang	16318
Menghong Wu	3589
John Saffell	16938
Pengyun Chen	7225
Eleni Fotopoulou	323
Laurie-Amandine Garçon	5085
Frederico Pratas	13833
Yeming Tang	14328
Benjamin Aslamy	3442
Muneer M. Al-Zu&apos;bi	2412
Kihwan Kim	12282
Christian Plappert	7611
Marzena Hirsch	14496
Aisling Kelliher	15271
Gianni Cristian Iannelli	4302
Hoi Wai Choi	1942
Yu-Chun (Grace) Yen	18122
Xiaoqiang Li	6109
Ahmed M. Elmisery	4252
José R. Herrero	8377
Kaibo Shi	19915
Ryan D. L. Engle	5575
Laksono Kurnianggoro	9186
Ruihua Liu	3853
Sovan Dalai	15004
Ke Ma	17639
Stefano Cremonesi	3228
Zhi-Hao Jian	13306
Philippe Roy	4363
Juan Carlos García-Prada	15895
Kieran Hicks	3601
James B. Aimone	8933
Haitang Lv	7789
Yuga Fujinoki	1303
Zhen Li	17283
Xue Peng	2528
Michael Dittrich	8533
Erke Mao	13639
Tim Horz	3261
Yang Li 0029	10040
Nicolas Denis	11191
Sabo Miya Hassan	3158
Wendong Xiao	11931
Emily S. Cramer	505
Alfons Sailer	414
Guangsheng Wei	10367
José E. E. Izquierdo	7576
Dawei Liu 0001	5783
Donghyun Lee	7194
Vygandas &apos;Vegas&apos; Simbelis	4187
Manuel Gunkel	12614
Andrew Round	2461
Yanyan Li	11597
Yusuke Murase	13882
Khaled M. Elleithy	3820
Jaroslav Stejskal	12132
Zhiyi Song	7404
Juan Luo	19497
Sai Sundar Kandarpa	17319
Jintao Niu	12972
Maizura Mokhtar	18165
Ahmed Faeq Hussein	13409
Wenru Fan	7251
Sumio Masuda	10829
Renato Coral Sampaio	13226
Ioannis Karatzaferis	19438
Attila Husar	8971
Danut-Constantin Irimia	13768
Mariem Gzara	2337
Keqiang Liu	8830
Yoko Iizumi	10308
Marten Fischer	19178
Stefano Giordano	4572
Nicolas Baghdadi	17152
Jie Jiang	19608
Qiuzhen Yan	13393
Yoshitaka Shibata	10422
Kapil Chalil Madathil	17963
Ayan Mondal	4168
I-Yu Huang	1814
Ana-Ramona Bologa	1034
Sarah S. Bawazir	11007
Yongxuan Lai	4811
Regis Faria	11798
Mukhtar Ghaleb	1096
Ina Schiering	1165
Iztok Savnik	6067
Yoko Iizumi	3250
R. Simon Sherratt	18290
Luca Papini	15179
Roberto Casas	4431
Srirangaraj Setlur	3632
Annamaria Castrignanò	13401
Gillian Roberts	10840
Philemonne Jaasma	12155
Sangbong Lee	12615
Virginia Saez-Martinez	18252
Carlos González-Sánchez	18323
Yasser M. Hausawi	5128
Zhiduo Sun	4442
Yukinori Inoue	9697
Jessica K. Hodgins	1816
Omair Shafiq	2040
Won-Yong Shin	3994
Zhou Fang	14342
Seong Joon Park	3342
Peter A. Beling	14169
Ahmed M. Almradi	11853
EunJin Kim	13247
Daniel Montesinos-Miracle	15747
Jeroen Famaey	19395
Diego M. Jiménez-Bravo	1330
Marco R. de Baar	9667
Miklós Dombos	7219
Daniel Zabetakis	5810
Lifeng Zhou	9174
Steven G. Swingler	14583
Xiaodong Chen	17679
Arun Kulshreshth	16769
Hailiang Sun 0002	6099
Jiangxiong Li	14911
Manuel Rosenberger	19161
Sanasam Ranbir Singh	4137
Chengshan Qian	6594
Jing Zhang 0025	804
Sergey Tarasov	540
Soohyun Lee	8725
Mohammad Alhowaidi	5036
Yi Wang	16608
Muhammad Iram Baig	17883
Hosameldin O. A. Ahmed	2096
Xiaohui Li	13439
Kyung Min Byun	10882
Laurent Schumacher	10597
Ruifeng Chen	5154
Meir Feder	10409
Sarah Webber	13753
Tarik Abdul Latef	15722
Weiwei Chen	3668
Chao Shen 0003	5696
Kaiqi Xiong	5304
Luca P. Carloni	1125
Zhibin Zhao	13808
Jeffrey H. Reed	5467
Xiuqin Ma	11614
Geyang Xiao	19679
Andrei A. Muller	5737
S. O. Ozturk	7043
Vani Mandava	15685
Woojin Chung	9158
Letizia Fragomeni	9154
Mohamed A. Abo-Soliman	6110
Raj Pamula	5408
Oguzhan Özcan	16697
Masayuki Watanabe	17738
Carlos Dafonte	8408
Ösman Kükrer	15190
Lilian Joly	1708
Young Ju Jeon	8522
Zeng-Guang Hou	11222
Sucharita Chakraborty	18760
Haoyi Xiong	10615
Jenny Waycott	10819
Robertas Damasevicius	16424
Hyoun-Joong Kong	16805
Ignacio Rojas	3990
Yong-Xia Chen	17595
Hung Manh La	19700
Danica Porobic	10592
Qian Feng	3874
Heather McKinnon	14764
Rahul Soangra	461
Cheng-Chung Chang	16168
István Gyöngy	16431
Felix C. Freiling	1146
Sajad Khorsandroo	9810
Jihad Mohamad Al Ja&apos;am	3603
Siddharth Banerjee	12573
Jinglin Shi	521
Adrian F. Clark	8041
Noriaki Fujishima	2324
I-Lin Tsai	3495
Ahmed Shaker	13053
Shaoshuai Mou	8794
Zengming Zhang	19707
Danilo Di Cuia	875
Myeong Hun Jeong	2021
Nicholas Allen	3906
Jae-Won Choi	16176
Zhonghao Zhang	12395
Taeko Seki	16329
Kris Gaj	16430
Milena Radenkovic	11949
Chenchen Wang	5999
Fabiano Cezar Domingos	8770
Lei Zou 0003	5067
J. M. Franco	6425
Sangmin An	8973
Aimoerfu	10045
Ngombo Armando	4890
Lakmal D. Seneviratne	18632
Yiling Yang	4799
Pak-Lam Yu	8717
Jakub Talla	1916
Rami Alazrai	19062
J. Marcos Alonso	5653
Gokulnath Thandavarayan	12859
Kerstin Iverfeldt	853
Hock Soon Seah	5966
Xin-Yan Guo	19028
Amitava Mukherjee	2811
David Pautler	12913
Lukas Zielonka	19484
Xun Zhang	2215
Maurizio Busetto	5772
Yu Zou	7189
Ewa Luger	3532
Zhenni Pan	6664
Peiyong Zhu	850
Francesco Dell&apos;Olio	12038
Miroslaw Jablonski	19014
Stephane Evoy	10995
Baorong Xie	5196
Carlo Menon	5883
Mengru Xue	713
Ugur Akpinar	17299
D. Jude Hemanth	10451
Ciro Donnarumma	3902
Robert Sablatnig	5543
Caixia Cai	6126
Haram Ju	503
Young-Geun Han	8381
Masao Yokota	19380
Hwai-Ting Lin	5096
Tomohiro Shimizu	7507
Guangyong Li	4254
Xinyu Yang	14831
Karla Anhel Camarillo-Gómez	2689
Ryo Matsumoto	2424
Salvador Martinez Garcia	11019
Gábor Fodor	12317
Andrea Cavagnino	12704
Lin Li	5782
Ahmad Mayeli	4768
Yunho Jung	6386
Wenfei Guo	14435
Yongjin Sung	15231
Vasily Desnitsky	5037
Rüdiger Kapitza	4803
Sakir Sezer	1285
Luciano Sánchez	8767
Freddy Acosta Buenaño	2920
Jasper Goseling	9516
William Wehner	10478
Ishrath Unissa	11939
Hong Chen 0002	14113
Hisham Alwanni	879
Helena Gómez-Adorno	16693
Martha Rosete-Aguilar	15473
Arantxa Uranga	1678
Minjae Lee	4987
HaRim Jung	10523
Arthur Bastos	3809
Michael J. Cafarella	4248
Joshua Tanenbaum	1143
Chi-Bao Le	9060
Jinli Cao	6881
Christian Chancel	15983
Shuxin Chen	19938
Xuejun Zhang	4790
Abdenour Bouzouane	5853
S. Dutta	6626
Siyu Leng	4937
Henk Birkholz	1104
Liheng Liu	4315
Ryota Arai	7577
Hanzhen Xiao	10243
Laurent Hubert	16257
Svorad Stolc	10303
Jiantao Zhou 0001	2710
Hans-Peter Seidel	1698
Benyuan Liu	16953
Xingfang Feng	11734
Xuehan Meng	7908
Weiyao Xue	16053
Xinyu Li	4933
Bahareh Anvari	14143
Alfredo Gardel Vicente	12855
Weiguo Wan	5335
Aleatha Parker-Wood	15959
Garima Mishra	11288
Prakash Kumar Sahu	16549
Chunwen Li	905
Tsung-Ping Chen	16796
Jonas Plum	7381
Petr Kuberský	15252
Qizhen Wang	10766
James Austin Gattis	6400
Sazid Al Ahsan	3773
Thierry Rakotoarivelo	7215
Yajiang Yin	18094
Dapeng Lan	16252
Stefano Borile	2921
Masahiro Ando	19620
José Luis Lázaro Galilea	17334
Cong Yang	10060
Susan Paget	11185
Xiuyu He	5981
Avishek Banerjee	16374
Jose M. Saavedra	307
Nawab Muhammad Faseeh Qureshi	4030
Mauro Rajteri	6321
Guanglan Liao	5146
Hao Chen 0020	9293
Cui Huang	5972
Mustafa Emre Karagozler	3488
Morten Fjeld	10642
Giovanni Cammarata	16975
Kannan M. Moudgalya	15013
Yan Huo	8916
Jan Ondrus	516
Xinkai Chen	2749
Tomoji Nakamura	2377
Yanhua Shao	3861
Alexandros Karakasidis 0001	6407
Mikael Johansson 0001	17250
Tim Llewellynn	6347
Gwangjin Kim	7049
Kamran Arshad	1863
Izzeldin Idris Abdalla	9032
Kaushik Rajashekara	11076
Xuefeng Liu	15269
Yirong Wang	11911
Livio Pinto	18832
Mahshid Amirabadi	18202
Uming Ko	13913
Touhidul Alam	1514
Zhengdao Wang	1636
Gabriel Hermosilla	10094
Jiaren Cai	12194
Jorge Maestre Vidal	17294
Ping Pan	11047
Akihiko Torii	13775
Andrius Vilkauskas	15107
Kari Pulli	6895
Jaehwan Kim	15298
Israel Akingeneye	6208
István Z. Kovács	3901
H. Jacobson	7193
Shumin Jiang	13426
Najiba Mrabet Bellaaj	17728
Wei Deng	18048
Matthew P. Buman	2587
F. Khaksar Haghani	455
Ravishankar Borgaonkar	11828
Mohamed Gabsi	4687
Caihong Kai	13651
John P. Collomosse	15587
Adrian Gonzalez	1907
Florentin Thullier	6237
Richa Singh 0001	12484
Qingqi Pei	17912
Fábio Borges	3807
Toshiya Arakawa	8417
Wei Zou	19587
Mariam Rehman	6285
Hideaki Uchiyama	10228
J. Edward Swan II	3422
Shiyi Mao	9407
Nasrullah Khan	1470
Hongying Tang	18009
Slawomir Gruszczynski	12968
Ji Deng	1658
Jinjun Chen	12322
Jinrong Guo	13784
Saeed Alharthi	6594
Chandrika Mukherjee	321
Dibakar Saha	7168
Konstantin Mikhaylov	10950
Zhijiao Chen	12099
Oleg Sergiyenko	18541
Quoc Viet Hung Nguyen	13063
Liang Shen	18081
Wesley B. Williams	18227
Marceau Guerin	7035
George Roussos	5778
Md Rishad Ahmed	11880
Jincheng Dai	12781
Luo Li	12076
Hongyun Jia	19033
Lei Tian	19764
Maurizio Macri	5100
Gang Hua 0002	7160
Cunguang Zhu	15165
Tiago Jorge Rocha	7858
Bangyou Zheng	10412
Yunqi Dou	16403
Maumita Chakraborty	1616
Victor Suciu	3285
Matthias Gabel	2918
So Young Kim	12993
Yoichiro Ohta	9862
Heechai Kang	10126
José Maria Muñoz-Ferreras	10419
Ghulam M. Bhatti	15983
Mario Minasi	16991
Nikhil Bhugra	937
Davies William de Lima Monteiro	6938
Frank J. Blaauw	11628
Nuno Correia 0001	3217
Xiaoyu Lan	12179
Paolo Sardella	15094
Amin Zollanvari	7204
Yi-Shin Chen	3973
Xu Huang 0003	6656
Luis Torrijos Morán	5540
Mariusz Bojarski	9451
Zuhao Liu	5578
Tianyi Song	446
Bashir M. Al-Hashimi	16684
Qijun Deng	12695
Krishna M. Sivalingam	8695
Reham Badawy	14524
Nima Ghanbari	18188
Gerd Bruder	9032
Jaeyoung Choi	3683
Isao Shimoyama	1400
Mustafa Agaoglu	11974
José Ramon Méndez	2583
Clémentine Hugol-Gential	16986
Jason Dykstra	10101
Alfredo Márquez-Lucero	312
Jose Moreira	15639
Eckehard G. Steinbach	1936
Ramin Yahyapour	5329
Kira Astakhova	5301
Chen Liu 0002	5261
Munawar Hussain	7761
Binod Prasad	3195
Valerio Re	13056
Hugo Gonzalez	19591
Takahiro Mizoguchi	7903
Duc V. Le	8868
Tung-Kuan Liu	10413
Tilde Bekker	5863
Xiuhua Hu	13152
Ranjan Das	9071
Ionut Damian	4316
Dzmitry Kliazovich	4029
Hlabishi I. Kobo	18483
Ferran Martín	2654
Mingxing Jiang	6753
Michal Nowicki	16520
Rahel Kruppe	4929
Baoquan Zhang	17860
Yoshinari Nishiki	15719
Haruhiko Kaiya	17487
Christoph Haarburger	17634
Katharina Bredies	10680
Francisco Vegara	19200
Micaela Troglia Gamba	2494
José M. Garrido	13803
Anna Giacomini	5757
Bryn Thompson	3120
Chongguang Wei	7824
C. Antonelli	9391
Miriam W. van Ittersum	10048
Gustav Erik Skands	12638
Hamidreza Eshraghi	16744
Luis M. Pardo	16790
Danyang Li	2522
Daniel Cohen-Or	8318
Yuan Xue	4068
Hiroshi Imai	3676
Yan Wang 0021	5319
Chien-Wu Lan	17858
Ishtiaq Rasool Khan	16379
Hsiao-Wen Zan	3713
Li-Ping Pang 0001	13866
Christian Ammon	5373
Kuei-Ling Yen	12529
Hamna Aslam	3261
Yuexin Yang	6598
Tridib Mukherjee	2505
Prasanta K. Jana	12668
Kiran Kuruvinashetti	5886
Yoshiki Nakamura	12561
Barry Doyle	4374
Jia-Hang Huang	4231
Wentao Huang	2266
Markus Zoppelt	4466
Heinz Kredel	6866
Linyan Wang	7988
Olga Fink	11938
Naofal Al-Dhahir	2301
Jian-De Gao	3838
Ryouya Shirahama	1908
David L. Trumper	13160
Mattias P. Heinrich	13293
Rahul Santhanam	618
Guangming Zhang	16941
Yu-Chung Chang	2136
Rufus O. Oladele	13504
John Rose	8759
Andrea Trucco	16439
Pedro Assuncao	5421
Raphaël Romary	10708
Faiz Alotaibi	15092
Yasuyuki Matsushita	16150
Wai-Yip Chan	8659
Julia Kroll	8692
Hamed Tahanian	9034
Zhishen Wu	2117
Jesús Peral	374
Raphael C.-W. Phan	10923
Sangeeta Bhattacharjee	13432
Jia-Xin Hou	13451
Philémon von Bergen	19704
Fernando Castaño	803
Wei Cui 0002	13893
Jürgen Fabian	14413
Mesud Hadzialic	6924
Zbigniew Pilat	7432
Reza Nasiri-Zarandi	16981
Weihai Chen	2888
José Alberto Naves Cocota	544
Rong Fan	2161
Xuecheng Zou	8621
Pei Xiao	9861
Juan Cheng	8575
Min Wang 0003	19034
Pingliang Zeng	14126
Qiao Hao	7899
Jesús Ayuso	10594
Jatin Bedi	15010
Changzhen Hu	15608
Damjan Buhov	2719
Raul Camposano	6730
Won Il Heo	2247
Sebastien Andary	13126
Manuela Flores	14828
Jin Wei	15391
Gaddi Blumrosen	5251
Pawel Cwiakala	15556
Dapeng Oliver Wu	19258
Lijuan Sun	449
Cristina Butca	15351
Subarna Chatterjee	19451
Ga Ching Lui	13245
Xiangling Fu	14890
Raúl Llinares Llopis	10008
Alessandro Paoli	10537
Enrique A. Navarro	12489
Gene Zhang	3335
Chen-Wei Chang	7996
Aldo Romani	8863
Jens Barth	3793
Keith Dip-Kei Luk	1378
Jianfeng Huang	18681
Hanju Cha	15325
Melinos Averkiou	2613
Martin Lambers	4561
Mohammed Shayan	19446
Wan-I Lee	14734
Yining Liu	11258
Mathieu Salzmann	3131
Elijah Blessing Rajsingh	1373
Martin Klaus Müller	1769
José Manuel Peña 0002	3039
Pachamuthu Rajalakshmi	17480
Qian Gao 0004	6279
Manyun Qian	11859
Lingqiu Zeng	3805
Tarek Elgamal	3827
Chunguang Ma	5399
Lei He	8264
Roberto Perini	15917
Zhuo Yan	7145
Nazirah Hasnan	1378
Demia Della Penda	4189
Mwana Said Omar	8075
Jiayong Peng	17326
Zhou Su	4290
Pin Lim	15449
Bruno Cardoso	18492
Ferney A. Beltrán-Molina	4022
Sai Zeng	6461
Olga Domínguez-Renedo	12785
Woo-Young Choi	8449
Ingmar S. Franke	5796
Christopher Hansen	10806
Zhenkun Wen	18025
Faysal Ahmed	18270
Weiguo Wan	3360
Walter Balzano	14207
Jinli Cao	8513
Zhengtao Jiang	16672
Pankaj Kumar	17114
Philippe Cudré-Mauroux	1166
Md. Shafiqul Islam	711
Miguel A. Orozco	6545
Peter Stone	8700
Yao Zhang	9781
Ha Kyung Kong	10901
Kazufumi Kaneda	5042
Florian Nentwich	3054
Andrea Cerri	3109
Thom Castermans	10969
Aurélien Palisse	7315
Hsin-Ta Li	14336
Andrea Benigni	10214
Zhipeng Pan	11288
Bianca Danczul	14546
Fanghong Guo	9247
Julia Spoors	3864
Shahid S. Siddiqi	7374
Miao Hu	2375
Christopher Totten	3611
Yu Zhou	8204
Wei-Lun Huang	2377
Thomas Smith 0001	11368
Hoda Ghoreishy	16527
Jussi Holopainen	15794
Maria Krotsiani	4486
Sergiy Gogolenko	8871
Antoine Dupré	2830
Wendell Noordhof	6908
Joel Villatoro	8192
Zhiwen Zeng	12207
Zhao-Yang Wang	18611
Ilyena Hirskyj-Douglas	7980
Wenbin Hu	5955
Le Yang	12151
Wan-I Lee	10634
Muhammad Yeasir Arafat	3970
Beatriz González López-Valcárcel	5969
Gonçalo Mestre	18527
Rodrigo Ponce	13850
Aritra Sarkar	10246
Wei Hou	19595
Zhi-Xia Du	12151
Mario Costa Sousa	17782
Jang-Ping Sheu	984
Azzedine Zerguine	2790
Rúben Gouveia	4797
A. P. Farajzadeh	5502
Hannu Hyyppä	19035
Rongfang Bie	11370
Zunkai Huang	5211
Vincenzo Di Nicola	5831
Florent Bruguier	9791
Alessandro Neri	15046
Nitesh Agrawal	2108
Marcelo Huenchucona	8566
Anne-Sophie Poulin-Girard	5573
Tian-Xiang Gou	11253
Marianne Black	11500
Francisco J. Azcondo	14457
Roi Méndez-Rial	18608
Noé Chan Chí	8997
Christos Koukouvinos	13559
Adrian Lara	1832
P. Lefebvre-Albaret	5415
Jessica Fredlund	2378
Zhijian Yin	8081
Yang Chen 0001	12480
Junwei Zhou	5732
Gerard Pons-Moll	8192
Shushma Patel	18591
Fernando Magno Quintão Pereira	7577
José M. Espí	3456
Nicholas Raske	18047
Yufei Zhou	6262
Mingqi Li	2676
Yoash Levron	3300
Xiaochen Wang	9400
Cristian Gadea	18055
M. Ikram Ullah Lali	8337
Shikui Wu	10815
Ohyun Jo	12353
Tetta Ishida	14784
Jihoon Kim	16129
Lu Qian	6914
Dae Whan Kim	17291
Paolo Rocca	4934
Juan Manuel Corchado	12838
In-Kyu Jeong	9793
Nkrow Raphael Elikplim	1688
Nicolas Lammens	19458
Zixue Cheng	12684
Qi Yang	4915
Gu-Young Jeong	7268
Mohammad Abdolrazzaghi	6347
Tae Ho Hur	13020
Hongxi Di	260
Guijie Wang	13349
Indira Thouvenin	9732
Cen Ling	900
Tamy Boubekeur	5414
Jiangping Chen	11746
Petra Mutzel	8760
Krishna Kumar	8922
Toto Saktioto	9356
Kathrin Reetz	9892
Xiang Guo	10946
Huan Xi	6524
Liangxu Jiang	15490
Zheng Yao	18402
Ye Yuan 0002	18897
Alina Alb Lupas	12834
Yigeng Huangfu	16613
Stefan Smolen	6331
Antonio-Javier García-Sánchez	2386
Michael J. Dinneen	12040
Gerard Wilkinson	17653
Jasraj Meena	18106
Xiaoqing Lu	41
Rabia Batool	14613
Rajat Koner	18525
Madeline Balaam	10270
Salem Bashmal	11949
Mihai Datcu	15165
Ignacio X. Domínguez	2741
Hai Van Pham	501
Sang-Bok Jang	18775
Fumiyuki Adachi	16106
Paul Dean	4465
Charith Mendis	4975
Yang Yang 0035	10015
Brian Matejek	13909
Ibrahim Hur	14077
Sukanya Sonowal	12341
Pei-wang Gao	2113
Frank J. Blaauw	18457
N. Rajesh Pillai	11248
Yonggui Liu	7414
Zihan Zhou	15046
Katie A. Siek	16235
Bruno Canitia	17532
Ruidong Ji	222
Zhiquan Gao	14513
Chang Kwon Moon	12500
Yoshifumi Kitamura	17638
Stephanie Schuckers	13555
Yoshihiro Watanabe	17922
Calton Pu	7081
Jan Thar	19533
Young-Hak Kim	12272
Alberto Giaretta	3592
Sung-Ik Park	17501
Chen-Ling Wu	4529
Endri Dibra	10868
Jiajiao Shi	10600
Aniket Anand	8435
Chun-Ching Hsiao	198
D. Brian Larkins	17794
Bangdao Xu	187
Rubén Salvador	15591
Wen Tan	12320
Ching-Lung Chang	17404
Beatriz Santamaría	7511
Andrzej Glowacz	6169
Chunqiao Qian	3079
Lunzhi Deng	12473
Ligang He	6719
Gianluigi Taverna	3673
Xinxin Ni	7078
Kashif Bilal	9455
Hao Luo 0003	10543
Peter Sergeant	2220
Praveen Rao	12421
Durbadal Chattaraj	6090
Konstantinos Banitsas	17162
Jung-Bin Kim	17327
Dan Zheng	17513
Seddik Bacha	1397
Keisuke Nonaka	3895
Francesca Mazzia	9382
Kelvin B. da Cunha	10627
Emil M. Petriu	3259
Joaquín Vaquero Lopez	244
Roberto Mirizzi	18490
Stefanie Wuhrer	9960
Muhammad Azeem Sarwar	12923
Bob Loos	81
José Manuel Peña 0002	8502
Chien Chern Cheah	8349
Eric Maisel	3098
Kory Jenkins	12314
Tongsong Jiang	624
Sylvia Glaßer	10692
Ivan Procházka	19922
Matthew J. Chabalko	10472
Hédi Khammari	4563
Guodong Sun	13672
Cristiano Maria Verrelli	6781
Brian Philofsky	19555
Christopher J. Lambert	3385
Nandan K. Das	16220
Qiang Dong	18823
Song Feng	19622
Muhammad Nawaz	15230
Kash Anderson	16298
Kui Xiang	17294
Yuan Gao 0003	2295
Jonna Häkkilä	4184
Xin Zhang 0021	8643
Craig R. Yeakle	9726
Jonathan Gardey	12573
Jianbo Yu	16227
Takeki Ogitsu	8982
Luigi Pomante	13884
Alexandros Mavromatis	16942
Guillaume Berhault	16273
Gerd Ascheid	6361
Chen Chen 0039	16833
Srijani Mukherjee	5787
Xiaoqi Wang	14722
Liu Dong	2986
Dongmin Choi	16776
Tatsuya Iwata	4814
Kiyoshi Toko	19246
Heather A. Holmes	18549
Graham E. Town	11192
Guocheng Li	15799
Apon Numnuam	17565
Bartlomiej Placzek	1021
Richard Hua	5885
Guochao Song	19645
Pedro Rodríguez Cielos	2276
Min Li	13016
Leonardo Mariani	3
Iftikhar Ahmad	11669
Nan Guo	1628
Peter F. Neher	16652
Nolman Barroso Hartmann	14410
Fatimah Ibrahim	11658
Bessam Z. Al-Jewad	5809
Ana Solórzano	11715
Syu-Siang Wang	7598
Norulain Bahari	3473
Niju Shrestha	13285
Miao Gao	13488
Alexandre Bessa dos Santos	19890
Sonia C. Gallegos	15229
Yi Liu 0007	8628
Eugenio Jiménez	12366
Riccardo Roncella	7017
Ruth Angelie Cruz	10755
Abhijeet Awasthi	4306
Jiangbiao He	5328
YaoHua Yang	7977
Arturo Aquino	16694
Antonino Oscar Di Tommaso	17847
Holger Kölle	9072
Ah-Young Kim	9707
Myung-Hwan Yoon	996
Terng-Yin Hsu	16548
Coralie Reutenauer	280
Gary D. Couples	4667
Xingtao Liu	11159
Shamim Ahmed	13203
Imre Gyuk	17647
Zhao Liu	18137
Dingfeng Cao	18930
Chris Bailey	3821
Tamás Kói	10345
Xin Li 0047	125
Youngmin Jeong	6157
Toan X. Doan	7704
Rafael Prieto	10019
Hamid Abdi	15385
Sandip Das 0001	17659
Xingfei Li	7165
Ming Deng	2142
AbdulRahman A. Al-Sewari	8957
Shuai Wang	10228
Jae-Hong Kwon	17499
Eiji Oki	9056
Roslan Bin Md Nor	13673
Woojin Chung	17629
Youngmi Lee	18459
Delia Montoro-Cazorla	14338
Tobias Kraus	3557
Sendren Sheng-Dong Xu	5354
Kaiping Xue	6262
Tom H. Luan	4008
Marcos Vicente Moreira	7328
Ilia A. Ovsiannikov	943
Jaroslav Fort	11530
Fatemeh Babaeian	3547
Tom Bartindale	11532
Peidong Liu	9575
Menno Deen	10810
Pascal Benoit	12727
Wenson Chang	3115
Julang Ying	3635
Leena Rani	8440
Colin Kahn	12227
Chris Bain	16865
Fabio Doreto	3071
Akiyoshi Takitani	5127
Dejan Krizaj	6227
B. Gulerce	14309
Mwana Said Omar	1962
Niyom Lue	17217
