author	institution name	Company|University
Prakash Suman	Pitts-Schmidt	Company
Samet Aytaç	Lee, Lopez and Weeks	Company
Yanan You	Universidade Estadual de Feira de Santana	University
Yung-Ruei Chang	Huerta, Griffin and Jennings	Company
Ming-Chao Chiang	Amirkabir College of Managmant & Technology	University
Pierre Gaucher	Tierärztliche Hochschule Hannover	University
Andrea Ballabeni	Horton, Strickland and Cooper	Company
Michael Seidel	Lubbock Christian University	University
Ryosuke Shibasaki	Wong-Mcdonald	Company
Ljiljana Cvetkovic	Nelson-Fernandez	Company
Yves Vandriessche	Salazar, Martin and Johnson	Company
Hong-Ru Jian	Brown Group	Company
Sandro Barone	Stanley and Sons	Company
Brendan Aengenheister	Rush Group	Company
Issam Hamdi	Blair-Rivera	Company
Junwei Lu	Sanchez and Sons	Company
Dexiang Li	Instituto Politécnico de Setúbal	University
Kristin Ytterstad Pettersen	Campbell, Mays and Ward	Company
Timothy Bretl	Bright-Luna	Company
Zuzana Morávková	Lewis & Clark Community College	University
Yaohua Li	Petersen-Young	Company
Boubaker Daachi	Moore, Jones and Lloyd	Company
Huihui Liu	Benjamin, Brennan and Harris	Company
Jae Hyeon Park	Evangelische Fachhochschule für Sozialpädagogik der "Diakonenanstalt des Rauhen Hauses" Hamburg	University
Di Cai	Yates and Sons	Company
Matthew Trumble	Brooks, Morris and Shepard	Company
Nathan Salowitz	Roberts-Curtis	Company
Lei Wang 0001	Lappeenranta University of Technology	University
Zhengzhong Li	Hicks-Murray	Company
Hsin-Yu Yu	Université de Toamasina	University
Pedro Centieiro	Agricultural University of Warsaw	University
Liangzong He	Uttarakhand Open University 	University
Meijing Guo	Harrington-Travis	Company
Uwe Franke	Power and Water Institute of Technology	University
Shaima Akhlaq	Thomas LLC	Company
Duck-Gyu Lee	Thomas LLC	Company
Jing Qin	Universität Mannheim	University
Dong-Yuan Shi	Holmes-Wyatt	Company
Hatem Alismail	Universidad Nacional	University
Wenqiang Ji	Stone, Norris and Castillo	Company
Moncef Gabbouj	Ecole Supérieure d'Electricité	University
Eman Ahmed	Privredna Akademija (Business Academy)	University
Glen B. Deacon	Benjamin, Brennan and Harris	Company
Hongjuan Ge	Universidad Técnica del Norte	University
Alexandre Pereda-Baños	Islamic Azad University, Semnan	University
Devra Davis	University of Engineering and Technology Taxila	University
Dingwen Wei	Wheeler Group	Company
Rodrigo Brandolt Sodre de Macedo	Swanson Ltd	Company
Roberto Buffa	Novgorod State University	University
Xinyan Yu	Ibaraki Christian College	University
Roger Escudé-Pujol	Mccarthy, Harris and Kemp	Company
Ivona Jerkovic	Wilson, Harrell and Harvey	Company
Sebastià Galmés	University of Baltimore	University
Yao Mao	Gray and Sons	Company
Donna M. Rizzo	Samford University	University
Yoan Miché	Nichols PLC	Company
Lee Ming Xiang	Fox-Silva	Company
M. G. F. Sales	Garrison, Hill and Simmons	Company
Christopher Totten	Williams, Hawkins and Obrien	Company
Sever Silvestru Dragomir	Yaba College of Technology	University
Nicholas P. Lawrence	Aarhus School of Architecture	University
Jan M. Schellekens	Deccan College Postgraduate and Research Institute	University
Geng Chen	Farrell-Townsend	Company
A. Sharmila	University of the West Indies St. Augustine	University
Ángel Israel Soto Marrufo	Pennsylvania State University - Lehigh Valley	University
K. Kumar	University of Art and Design Helsinki	University
Shalabh Bhatnagar	Lock Haven University of Pennsylvania	University
Chunjie Zhang	Southern Illinois University at Edwardsville	University
Jinyong Ju	Annamalai University	University
Julia Rackerseder	Koch-Cole	Company
Adnan Idris	Ryazan State Pedagogical University	University
Anita Lawitschka	Ryan-Moore	Company
Seok Lee	Taganrog State Pedagogical Institute	University
Danda B. Rawat	Jones-Flores	Company
Konrad Polys	Warren, James and Barrett	Company
Yonglin Leng	Colon, Smith and Wong	Company
Peter Jan Beek	University of California, San Francisco	University
Cesar Barrios	University of Illinois at Chicago	University
Mario Zganec	University of Alabama - Huntsville	University
Min Peng	Lee-Bishop	Company
Vashist Bist	Universitas Islam Jakarta	University
Vincenzo Eramo	Palm Beach Atlantic University	University
Pawel Rajba	Reed Group	Company
Rui Wang 0018	Vinnica National Technical University	University
Masayuki Murata	Bailey Group	Company
Kye Yak See	Keller Graduate School of Management	University
Reiko Irifuku	Gibson, Powers and Palmer	Company
Christopher Beach	Universidade Federal de Lavras	University
Ahmed F. Abdou	Burns Group	Company
Masaki Tagawa	St. Petersburg State University of Culture and Arts	University
Sung Hoon Kim	Garrison, Hill and Simmons	Company
Takakazu Nakabayashi	Gilbert, Moore and Archer	Company
Jianbin Xiong	Hall-Gutierrez	Company
David Reilly	Ivanovo State Power University	University
Wojciech Winiarski	Fox-Silva	Company
Igor A. Levitsky	Bennett, Rocha and Mcdonald	Company
José F. Quesada	Jerusalem University College	University
Rubén D. Fonnegra	Rissho University	University
Dmitri Chirikov	Concordia College, St. Paul	University
Patrick Oswald	Hunt Inc	Company
José Manuel Cano-García	Hellenic Open University	University
Zhaorong Zhou	Universidad de Bogotá "Jorge Tadeo Lozano"	University
Lance Fortnow	Martin-Luther Universität Halle-Wittenberg	University
Wlodek Kulesza	Southern Wesleyan University	University
Xiaoya Chen	Stafford-Schultz	Company
Stefano Giordano	Sutton-Ellis	Company
Warren P. Snapp	Hobbs-Miller	Company
Bo Yuan 0004	Academia Tehnica Militara	University
Wenquan Feng	Pusan National University of Education	University
Evgeny V. Kotelnikov	Trinity Bible College	University
Jingjie Li	Gonzalez-Hill	Company
Huimin Wang	May Inc	Company
Yu Jiang 0004	Montes, Nelson and Sawyer	Company
Xinjian Jiang	Fachhochschule Ravensburg-Weingarten	University
Yanzhao Wang	Royal College of Art	University
Roberto F. Dias Filho	Universidad Central de Bayamón	University
Saeko Oshiba	Police Academy of Latvia	University
Guangtong Shen	Moscow State University of Culture	University
Pavel Celeda	Ibaraki Prefectural University of Health Sciences	University
Zhanwei Yu	Huffman, Carrillo and Morales	Company
Sangwon Seo	Instituto Politécnico de Beja	University
Nicholas Fellion	San Francisco Conservatory of Music	University
Alexey Lobok	Davis-Palmer	Company
Jiantao Yang	Universidad El Bosque	University
Rei Odaira	Lake Forest College	University
Emiliano Traversi	Brown Group	Company
Mario Siciliani de Cumis	Technische Fachhochschule Berlin	University
Hendrik Schuff	Campus Bio-Medico University of Rome	University
Juan G. Victores	Mount Saint Vincent University	University
Bo Zhao	Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya	University
Tao Wei	Nichols PLC	Company
Naman Mehta	Universidade Tiradentes	University
Ali M. H. Kadhim	TaiChung Healthcare and Management University	University
John Quarles	Life Chiropractic College West	University
Irina V. Sukhorukova	Mendoza-Anderson	Company
Yu Mao	Myers-Meyer	Company
Yibo Feng	Haynes-Harrington	Company
Yifan Zhao	Technische Universität Chemnitz	University
Fugang Chao	Jones-Adams	Company
Zachary Chase	Universidad Central del Ecuador	University
Xin Yang	Mount Saint Vincent University	University
Erik L. Bengtsson	Brown LLC	Company
Xiaoe Yu	Principia College	University
Mengshu Hou	Saga University	University
Didier Stricker	Butler-Fisher	Company
Ángela Ribeiro	Hijiyama University	University
Yun Lin 0002	Hurley-Wells	Company
Han Gao	Armstrong-Ortega	Company
Suk-Bok Lee	Providence University	University
Juan Carlos Balda	Martin Methodist College	University
Yeong-Sheng Chen	Braun, Reid and Hall	Company
Jie Gui	Martinez-Garcia	Company
Movva Pavani	Wells, Haynes and Perkins	Company
Yin Zhang 0002	Elmergib University	University
Vicenç Puig	Douglas, Ryan and Hardin	Company
Brian Teixeira	Instituto Politécnico de Viana do Castelo	University
Shuai Hao	Cooper-Allen	Company
Paulo Rodrigues	Musashi Institute of Technology	University
Emna Amri	Seiwa College	University
Azeem Iqbal	Humphrey, Rivera and Nichols	Company
Vikas Rajendra	Southern Yangtze University	University
Sara Jensen	Robertson, Gutierrez and Taylor	Company
Ai-Chun Pang	University of Bristol	University
Salete Esteves	Sakushin Gakuin University	University
Seok Hyun Cho	University of Milan	University
Kotaro Hoshiba	Stone, Carey and Jones	Company
Yao Sun	Thomas Ltd	Company
Haruaki Tamada	St. Louis University	University
Adrián Canedo-Rodriguez	Li Ltd	Company
Edilfredo Eliot Diaz Pinedo	Lyceum of the Philippines University	University
Anita Latsmi Manohar	University of Bari	University
Thorsten Blaß	Dr. YS Parmar University of Horticulture and Forestry	University
Wahab Khan	University of Science and Technology Beijing	University
Dandan Xu	Ashland University	University
Andreas Specht	Foley Ltd	Company
Oluremi Olatunbosun	University of Galatzi	University
Shashank Tiwari	Mid-Continent Baptist Bible College	University
Hannu Hyyppä	Warren Inc	Company
Chia-Lun Lee	Poltava University of Consumer Cooperatives in Ukraine	University
Bahaa Al-Juboori	Meadows, Whitney and Jacobs	Company
João C. Monteiro	Hernandez Ltd	Company
S. Ramkumar	Rasmussen College	University
István Gyöngy	Missouri Baptist College	University
Homero Toral-Cruz	Free International University of Moldova	University
Kannan Srinathan	University of Charleston South Carolina	University
Anyong Hu	Wolf and Sons	Company
Yuqi Tang	Gyeongsang National University	University
Andreas T. Ernst	St. Petersburg State Forest-Technical Academy	University
Yuanqi Shen	Knight Group	Company
Daniel R. Rousse	Blankenship-Savage	Company
Su-Hua Huang	Universidad de La Sabana	University
Gilberto Berardinelli	DePauw University	University
Bingxiao Ding	New York Medical College	University
Changbo Ke	Bukkyo University	University
Phillip Riley	Thi Qar University	University
Dongdong Zhang	Shenkar School of Engineering & Design	University
Hsu-Yung Cheng	Oneal-Watson	Company
Quirino Balzano	Cabrera, Hernandez and Schneider	Company
D. Ruzgar Sinoplu	Duran-Perez	Company
Jerônimo G. Grandi	Fachhochschule Osnabrück	University
Mourad Ykhlef	Love-Hall	Company
Ayush Dogra	Parker, Jones and Stevenson	Company
Cheng-Yang Chang	Mokpo National University	University
Brian Toomajian	Mount Royal College	University
Eunsuk Choi	Moscow State Industrial University	University
Huilong Ren	Gay-Powell	Company
J. Sánchez-Reyes	Burgess, Ramirez and Robinson	Company
Rodrigo Ortiz Cayon	Universitas Bunda Mulia Jakarta	University
Amidaddin Shahriari	Wilson Ltd	Company
Francisco Ibarra	Lewis & Clark Community College	University
András Rontó	Eastern Virginia Medical School	University
Jiaqiu Ai	Holland, Mitchell and Hess	Company
Anup Sharma	Japanese Red Cross College of Nursing	University
Eef van Es	Garcia, Leon and Thompson	Company
Feifei Bu	Université Rennes II - Haute-Bretagne	University
Jinjun Liu	Wells-Ortiz	Company
Nada Essaouini	Shenandoah University	University
Shizhan Chen	Bircham International University	University
Alberto Testolin	Kannada University	University
François Fleuret	Rakuno Gakuen University	University
Chantal Lidynia	Perez LLC	Company
Chengshan Qian	St. Lawrence University	University
Sukhoon Lee	Phillips-Freeman	Company
Rolf Krause	University of Osijek	University
Meysam Azizian	Young-Flores	Company
Etsuji Yamaguchi	Valentine LLC	Company
Henning Wehde	Nagoya University	University
Antonio Costanzo 0003	Kohinoor School of Hospitality Management	University
Marti Floriach-Pigem	Wright-Gaines	Company
Pascal Vasseur	Kalinga University	University
Iván Fernández	American International College	University
Ponnurangam Kumaraguru	Lopez-Bean	Company
Andoni Luis Aduriz	Technological University (Myitkyina) 	University
Chunxi Zhang	Diaconia University of Applied Sciences	University
Ionut Damian	The Leadership Institute of Seattle	University
Santiago Ezpeleta	University of Bergamo	University
R. J. Kuo	American University Extension, Okinawa	University
Vahideh Hooshyarbakhsh	Lopez, Glass and Davis	Company
Yosuke Nakagawa	National Chung Hsing University, Taichung	University
Kui Xiang	Myongji University	University
Brian Cline	Jensen, Camacho and Oliver	Company
Jaeheon Jeong	Bradley, Allen and Davis	Company
Shuzhi Sam Ge	Universidad del Cono Sur de las Américas	University
Danielle O&apos;Donovan	Warren, Gray and Coleman	Company
Peng Yu 0001	Hochschule für Technik und Wirtschaft des Saarlandes	University
Richard Sheridan	Hochschule Mittweida (FH)	University
Scott A. Bortoff	Sanders-King	Company
Chenyang Xue	Universidade Estadual Paulista	University
Mikel Sagardia	University of Electronic Science and Technology of China	University
Lukás Marhefka	Wright LLC	Company
Alessandra Leonardi	Hazara University	University
Hayder M. Amer	Allen LLC	Company
Michele Perrelli	Jones-Smith	Company
Li-Ling Hung	Valley View University	University
Kate Symons	Greensboro College	University
Lucia Lo Bello	Kramer and Sons	Company
Francesco Aggogeri	Weeks-Johnson	Company
Junhaeng Lee	Hubert Kairuki Memorial University	University
Xinshan Zhu	Duran-Perez	Company
Zhejing Bao	Hartman-Lawrence	Company
Narimah Daud	Glover-Reid	Company
Flavio Augusto Prieto	Diaz, Marshall and Turner	Company
Gaku Nakagawa	Nagoya Gakuin University	University
Grzegorz Brodny	Lewis Group	Company
Dragutin T. Mihailovic	Callahan and Sons	Company
Dakai Zhu 0001	Mason, Landry and Smith	Company
Chenguang Wu	Leon Kozminski Academy of Entrepreneurship and Mangement	University
Marlon Walker	Chapman LLC	Company
Jong Hyun Kim	American Graduate School in Paris	University
Yiqing Shi	Johnson-Mitchell	Company
Jianghong Han	Mid-Continent Baptist Bible College	University
Roberto Nerino	Sahmyook University	University
Maksym Figat	Vitebsk State Medical University	University
Stefano Savazzi	Sandoval, Cabrera and Peterson	Company
Cedric Carter	Philosophisch-Theologisches Studium Erfurt, Staatlich anerkannte Wissenschaftliche Hochschule	University
Tomi Roinila	Jawaharlal Nehru University	University
Keerthiga Naidu	Zimmerman-Decker	Company
David Alister Lowther	Martin-Salinas	Company
Moeen Hassanalieragh	University of the Philippines Visayas	University
Qunying Liu	Internationale Fachhochschule Bad Honnef	University
Karianto Leman	Osaka City University	University
Shameemraj M. Nadaf	Deutsche Telekom Fachhochschule Leipzig	University
Massimo Vecchio	Ionian University Corfu	University
Weijun Xu	American University Extension, Okinawa	University
Benjamin R. Lavoie	Calhoun-Richards	Company
Toshio Itoh	Universitas Mercu Buana	University
Zhiqiang Sun	Johnson & Wales University, Charleston	University
Dimitrios G. Bekas	Guerra, Alexander and Petersen	Company
Yihang Jia	Universidade de Cruz Alta	University
Yves De Koninck	Florida Community College at Jacksonville	University
Giovanni Paragliola	Ryan PLC	Company
Murat Uysal	Lithunian Institute of Physical Education	University
Donald Yeung	Yokohama College of Commerce	University
Dario Vangi	Université de Perpignan	University
Debashis Chatterjee	Centro de Enseñanza Técnica Industrial	University
Qingmin Li	Kanto Gakuin University	University
Divya Singh	Orenburg State University	University
Rhaleb Zayer	Escobar-Harrell	Company
Guodong Feng	Martin Inc	Company
Ehab Awad	Jordan University of Science and Technology	University
John F. McDonald	Young Group	Company
Martin P. Foster	Fachhochschule Westküste, Hochschule für Wirtschaft und Technik	University
Tajana Rosing	Jones-Esparza	Company
Zhaohua Yang	Lambert, Coleman and Wright	Company
Yasuo Ariki	Mekelle University	University
Franyell Silfa	Wright-Gaines	Company
Gobindbir Singh	Bennett, Perez and Williams	Company
Antonio Giménez-Fernández	Fletcher, Meadows and Rodriguez	Company
Hua Deng	Musashino Women's University	University
HungYueh Chiang	Meadows, Whitney and Jacobs	Company
Tomomichi Kagawa	Universidad de Cuenca	University
Sayup Kim	James Inc	Company
Yu-Lun Chuang	Hines Group	Company
Minjie Zhang	Smith-Logan	Company
Bei Zhang	Hubbard Ltd	Company
Matthias Zwicker	Berhampur University	University
A. V. Ravi Teja	Shanghai Customs College	University
Sara Canning	Bates-Hines	Company
Young Hoon Joo	Sir Syed University of Engineering and Technology	University
Tomás Pajdla	Jobu University	University
Shanhe Su	State University of New York at Binghamton	University
Davide Eynard	Reed Group	Company
Yeon-Kug Moon	University of Bergen	University
Govind Ramnarayan	Glover-Reid	Company
